Name,Smiles,standard_smiles
"[(2S,3R,4R,6R)-3-acetyloxy-4-[(2R,3R,4S,5S,6S)-3,4,5-triacetyloxy-6-methyloxan-2-yl]oxy-6-[(7,13,14-trimethoxy-3,10-dioxo-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaen-6-yl)oxy]oxan-2-yl]methyl acetate",COc1cc2c(=O)oc3c(OC)c(O[C@@H]4C[C@@H](O[C@H]5O[C@@H](C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5OC(C)=O)[C@@H](OC(C)=O)[C@H](COC(C)=O)O4)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4C[C@@H](O[C@H]5O[C@@H](C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5OC(C)=O)[C@@H](OC(C)=O)[C@H](COC(C)=O)O4)cc4c(=O)oc(c1OC)c2c34
1617-49-8,COc1cc2c(=O)oc3c(OC)c(O)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O)cc4c(=O)oc(c1OC)c2c34
Pristimerin,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,C=c1c(O)c(O)cc2c1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)OC)CC[C@]3(C)CC[C@]12C
(5Z)-5-[(2S)-2-hydroxy-3-phenoxy-propylidene]furan-2-one,O=C1C=C/C(=C/[C@H](O)COc2ccccc2)O1,O=C1C=C/C(=C/[C@H](O)COc2ccccc2)O1
1-[4-hydroxy-5-[(2-hydroxyphenyl)methyl]-2-methoxyphenyl]-3-phenylpropan-1-one,COc1cc(O)c(Cc2ccccc2O)cc1C(=O)CCc1ccccc1,COc1cc(O)c(Cc2ccccc2O)cc1C(=O)CCc1ccccc1
1-[4-hydroxy-3-[(2-hydroxyphenyl)methyl]-2-methoxyphenyl]-3-phenylpropan-1-one,COc1c(C(=O)CCc2ccccc2)ccc(O)c1Cc1ccccc1O,COc1c(C(=O)CCc2ccccc2)ccc(O)c1Cc1ccccc1O
"1-[4-hydroxy-3,5-bis[(2-hydroxyphenyl)methyl]-2-methoxyphenyl]-3-phenylpropan-1-one",COc1c(C(=O)CCc2ccccc2)cc(Cc2ccccc2O)c(O)c1Cc1ccccc1O,COc1c(C(=O)CCc2ccccc2)cc(Cc2ccccc2O)c(O)c1Cc1ccccc1O
"3-phenyl-1-(1,3,8-trihydroxy-9H-xanthen-2-yl)propan-1-one",O=C(CCc1ccccc1)c1c(O)cc2c(c1O)Cc1c(O)cccc1O2,O=C(CCc1ccccc1)c1c(O)cc2c(c1O)Cc1c(O)cccc1O2
Angoluvarin,COc1cc(O)c(Cc2cc(Cc3ccccc3O)ccc2O)c(O)c1C(=O)CCc1ccccc1,COc1cc(O)c(Cc2cc(Cc3ccccc3O)ccc2O)c(O)c1C(=O)CCc1ccccc1
"1-[2,4-dihydroxy-5-[[5-hydroxy-2-[(2-hydroxyphenyl)methyl]phenyl]methyl]-3-[(2-hydroxyphenyl)methyl]-6-methoxyphenyl]-3-phenylpropan-1-one",COc1c(Cc2cc(O)ccc2Cc2ccccc2O)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,COc1c(Cc2cc(O)ccc2Cc2ccccc2O)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1
Isochamanetin,O=C1C[C@@H](c2ccccc2)Oc2cc(O)c(Cc3ccccc3O)c(O)c21,O=C1C[C@@H](c2ccccc2)Oc2cc(O)c(Cc3ccccc3O)c(O)c21
Dichamanetin,O=C1C[C@@H](c2ccccc2)Oc2c(Cc3ccccc3O)c(O)c(Cc3ccccc3O)c(O)c21,O=C1C[C@@H](c2ccccc2)Oc2c(Cc3ccccc3O)c(O)c(Cc3ccccc3O)c(O)c21
"(2S)-5,7-dihydroxy-6-[[2-hydroxy-5-[(2-hydroxyphenyl)methyl]phenyl]methyl]-8-[(2-hydroxyphenyl)methyl]-2-phenyl-2,3-dihydrochromen-4-one",O=C1C[C@@H](c2ccccc2)Oc2c(Cc3ccccc3O)c(O)c(Cc3cc(Cc4ccccc4O)ccc3O)c(O)c21,O=C1C[C@@H](c2ccccc2)Oc2c(Cc3ccccc3O)c(O)c(Cc3cc(Cc4ccccc4O)ccc3O)c(O)c21
"(2S)-5,7-dihydroxy-6-[(2-hydroxyphenyl)methyl]-8-[(3-hydroxyphenyl)methyl]-2-phenyl-2,3-dihydrochromen-4-one",O=C1C[C@@H](c2ccccc2)Oc2c(Cc3cccc(O)c3)c(O)c(Cc3ccccc3O)c(O)c21,O=C1C[C@@H](c2ccccc2)Oc2c(Cc3cccc(O)c3)c(O)c(Cc3ccccc3O)c(O)c21
anguvetin,COc1c(C)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,COc1c(C)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1
"(2S)-5,7-dihydroxy-8-[[5-hydroxy-2-[(2-hydroxyphenyl)methyl]phenyl]methyl]-6-[(2-hydroxyphenyl)methyl]-2-phenyl-2,3-dihydrochromen-4-one",O=C1C[C@@H](c2ccccc2)Oc2c(Cc3cc(O)ccc3Cc3ccccc3O)c(O)c(Cc3ccccc3O)c(O)c21,O=C1C[C@@H](c2ccccc2)Oc2c(Cc3cc(O)ccc3Cc3ccccc3O)c(O)c(Cc3ccccc3O)c(O)c21
6-hydroxy-3-methoxy-4-oxapyren-5-one,COc1ccc2ccc3ccc(O)c4c(=O)oc1c2c34,COc1ccc2ccc3ccc(O)c4c(=O)oc1c2c34
"1-[2,4-dihydroxy-5-[(2-hydroxyphenyl)methyl]-6-methoxy-3-methylphenyl]-3-phenylpropan-1-one",COc1c(Cc2ccccc2O)c(O)c(C)c(O)c1C(=O)CCc1ccccc1,COc1c(Cc2ccccc2O)c(O)c(C)c(O)c1C(=O)CCc1ccccc1
"3',5'-diformyl-2',4',6'-trihydroxychalcone",O=Cc1c(O)c(C=O)c(O)c(C(=O)C=Cc2ccccc2)c1O,O=Cc1c(O)c(C=O)c(O)c(C(=O)C=Cc2ccccc2)c1O
"3',5'-dimethyl-2',4',6'-trihydroxychalcone",Cc1c(O)c(C)c(O)c(C(=O)C=Cc2ccccc2)c1O,Cc1c(O)c(C)c(O)c(C(=O)C=Cc2ccccc2)c1O
"(1S,22S,23S,24S)-15,22-dihydroxy-4-methyl-9-oxa-4,13-diazahexacyclo[11.6.5.01,24.06,22.010,23.014,19]tetracosa-6,10,14(19),15,17-pentaene-12,20-dione",CN1CC[C@]23C(=O)C[C@@]4(O)C(=CCOC5=CC(=O)N(c6c(O)cccc62)[C@H]3[C@H]54)C1,CN1CC[C@]23C(=O)C[C@@]4(O)C(=CCOC5=CC(=O)N(c6c(O)cccc62)[C@H]3[C@H]54)C1
"(1S,22R,23R,24S)-15-methoxy-4-methyl-9-oxa-4,13-diazahexacyclo[11.6.5.01,24.06,22.010,23.014,19]tetracosa-6,10,14(19),15,17-pentaene-12,20-dione",COc1cccc2c1N1C(=O)C=C3OCC=C4CN(C)CC[C@]25C(=O)C[C@@H]4[C@@H]3[C@H]15,COc1cccc2c1N1C(=O)C=C3OCC=C4CN(C)CC[C@]25C(=O)C[C@@H]4[C@@H]3[C@H]15
"(1S,22R,23R,24S)-4-methyl-9-oxa-4,13-diazahexacyclo[11.6.5.01,24.06,22.010,23.014,19]tetracosa-6,10,14,16,18-pentaene-12,20-dione",CN1CC[C@]23C(=O)C[C@H]4C(=CCOC5=CC(=O)N(c6ccccc62)[C@H]3[C@H]54)C1,CN1CC[C@]23C(=O)C[C@H]4C(=CCOC5=CC(=O)N(c6ccccc62)[C@H]3[C@H]54)C1
" (1S,13R,14Z,21S)-13-hydroxy-14-(2-hydroxyethylidene)-16-methyl-8,16-diazapentacyclo[11.5.2.11,8.02,7.012,21]henicosa-2,4,6,11-tetraene-9,19-dione  ",CN1CC[C@]23C(=O)C[C@](O)(C4=CCC(=O)N(c5ccccc52)[C@@H]43)/C(=C\CO)C1,CN1CC[C@]23C(=O)C[C@](O)(C4=CCC(=O)N(c5ccccc52)[C@@H]43)/C(=C\CO)C1
"(1~{R},6~{R},8~{R},23~{R},24~{R},25~{S})-16-methoxy-4-methyl-7,10-dioxa-4,14-diazaheptacyclo[12.6.5.0^{1,25}.0^{6,8}.0^{6,23}.0^{11,24}.0^{15,20}]pentacosa-11,15,17,19-tetraene-13,21-dione",COc1cccc2c1N1C(=O)C=C3OC[C@H]4O[C@]45CN(C)CC[C@@]24C(=O)C[C@@H]5[C@@H]3[C@H]14,COc1cccc2c1N1C(=O)C=C3OC[C@H]4O[C@]45CN(C)CC[C@@]24C(=O)C[C@@H]5[C@@H]3[C@H]14
"(1S,6R,8R,23R,24S,25R)-16,24-dihydroxy-17-methoxy-4-methyl-7,10-dioxa-4,14-diazaheptacyclo[12.6.5.01,25.06,8.06,23.011,24.015,20]pentacosa-11,15(20),16,18-tetraene-13,21-dione",COc1ccc2c(c1O)N1C(=O)C=C3OC[C@H]4O[C@]45CN(C)CC[C@]24C(=O)C[C@@H]5[C@]3(O)[C@H]14,COc1ccc2c(c1O)N1C(=O)C=C3OC[C@H]4O[C@]45CN(C)CC[C@]24C(=O)C[C@@H]5[C@]3(O)[C@H]14
"(1S,13R,14Z,21S)-6,13-dihydroxy-14-(2-hydroxyethylidene)-8,16-diazapentacyclo[11.5.2.11,8.02,7.012,21]henicosa-2(7),3,5,11-tetraene-9,19-dione ",O=C1CC=C2[C@@H]3N1c1c(O)cccc1[C@@]31CCNC/C(=C/CO)[C@]2(O)CC1=O,O=C1CC=C2[C@@H]3N1c1c(O)cccc1[C@@]31CCNC/C(=C/CO)[C@]2(O)CC1=O
"(1S,22S,23S,24R)-23-hydroxy-4-methyl-9-oxa-4,13-diazahexacyclo[11.6.5.01,24.06,22.010,23.014,19]tetracosa-6,10,14,16,18-pentaene-12,20-dione",CN1CC[C@]23C(=O)C[C@H]4C(=CCOC5=CC(=O)N(c6ccccc62)[C@H]3[C@]54O)C1,CN1CC[C@]23C(=O)C[C@H]4C(=CCOC5=CC(=O)N(c6ccccc62)[C@H]3[C@]54O)C1
Liriodenine,O=C1c2ccccc2-c2c3c(cc4ccnc1c24)OCO3,O=C1c2ccccc2-c2c3c(cc4ccnc1c24)OCO3
"(1S,13R,14Z,21S)-13-hydroxy-14-(2-hydroxyethylidene)-8,16-diazapentacyclo[11.5.2.11,8.02,7.012,21]henicosa-2,4,6,11-tetraene-9,19-dione",O=C1CC=C2[C@@H]3N1c1ccccc1[C@@]31CCNC/C(=C/CO)[C@]2(O)CC1=O,O=C1CC=C2[C@@H]3N1c1ccccc1[C@@]31CCNC/C(=C/CO)[C@]2(O)CC1=O
Isocorydine,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
5-hydroxy-2-nonadec-14-enylchromen-4-one,CCCCC=CCCCCCCCCCCCCCc1cc(=O)c2c(O)cccc2o1,CCCCC=CCCCCCCCCCCCCCc1cc(=O)c2c(O)cccc2o1
(-)-Viburnitol,O[C@@H]1[C@@H](O)[C@H](O)C[C@@H](O)[C@H]1O,O[C@@H]1[C@@H](O)[C@H](O)C[C@@H](O)[C@H]1O
"2-[12-(1,3-benzodioxol-5-yl)dodecyl]-5-hydroxychromen-4-one",O=c1cc(CCCCCCCCCCCCc2ccc3c(c2)OCO3)oc2cccc(O)c12,O=c1cc(CCCCCCCCCCCCc2ccc3c(c2)OCO3)oc2cccc(O)c12
Arctigenin methyl ether,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,COc1ccc(CC2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC
Yangambin,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
"(2S,3S,4S)-3,4-bis[(3,4-dimethoxyphenyl)methyl]oxolan-2-ol",COc1ccc(C[C@@H]2CO[C@H](O)[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,COc1ccc(C[C@@H]2CO[C@H](O)[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC
"(5S,8S,9S,10R,13R,14R,17S)-10,13-dimethyl-17-[(2S)-6-methylheptan-2-yl]-2,4,5,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6-dione",CC(C)CCC[C@H](C)[C@@H]1CC[C@@H]2[C@@H]3CC(=O)[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)CCC[C@H](C)[C@@H]1CC[C@@H]2[C@@H]3CC(=O)C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
"1-[2,4-dihydroxy-3-[[5-hydroxy-2-[(2-hydroxyphenyl)methyl]phenyl]methyl]-5-[(2-hydroxyphenyl)methyl]-6-methoxyphenyl]-3-phenylpropan-1-one",COc1c(Cc2ccccc2O)c(O)c(Cc2cc(O)ccc2Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,COc1c(Cc2ccccc2O)c(O)c(Cc2cc(O)ccc2Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1
"(3S,5S,8R,9R,10R,13R,14S,17S)-17-[(E,2S,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,5,8-triol ",CC(C)[C@@H](C)/C=C/[C@H](C)[C@@H]1CC[C@@H]2[C@]3(O)C=C[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)[C@@H](C)/C=C/[C@H](C)[C@@H]1CC[C@@H]2[C@]3(O)C=C[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
benzene,c1ccccc1,c1ccccc1
10-(chrysophanol-7'-yl)-10-(ξ)-hydroxychrysophanol-9-anthrone,Cc1cc(O)c2c(c1)[C@@H](c1ccc3c(c1O)C(=O)c1c(C3=O)c(C)c(cc1O)C)c1c(C2=O)c(O)ccc1,C=c1cc(O)c2c(O)c3c(O)cccc3c(=c3ccc4c(O)c5c(C)c(=C)cc(O)c5c(O)c4c3O)c2c1
10'-hydroxyusambarensine,C/C=C/1\CN2CCc3c([C@@H]2C[C@@H]1Cc1nccc2c1[nH]c1c2cc(cc1)O)[nH]c1c3cccc1,C/C=C1\CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1Cc1nccc2c1[nH]c1ccc(O)cc12
11-hydroxyswietephragmin B,COC(=O)C[C@H]1[C@@]2(C)C[C@]3([C@]1(C)[C@]14OC5(O[C@@]1([C@@H]([C@]3(C2OC(=O)/C(=C/C)/C)OC(=O)C)O5)C1=CC(=O)O[C@H]([C@@]1(C[C@H]4O)C)c1ccoc1)C(CC)C)O,C/C=C(\C)C(=O)OC1[C@]2(C)C[C@@]3(O)[C@@](C)([C@H]2CC(=O)OC)[C@]24OC5(C(C)CC)O[C@@H]([C@]2(O5)C2=CC(=O)O[C@@H](c5ccoc5)[C@]2(C)C[C@H]4O)[C@@]13OC(C)=O
1-O-acetylkhayanolide A,COC(=O)[C@H]([C@H]1[C@@]2(C)C[C@]3([C@]1(C)[C@H]1CC[C@@]4([C@]5([C@]1([C@@H]3C(=O)[C@H]2O)O5)CC(=O)O[C@H]4c1cocc1)C)OC(=O)C)O,COC(=O)C(O)C1[C@@]2(C)C[C@]3(OC(C)=O)C(C(=O)C2O)[C@]24O[C@]25CC(=O)O[C@@H](c2ccoc2)[C@]5(C)CC[C@@H]4[C@]13C
1-O-acetylkhayanolide B,COC(=O)[C@H]([C@H]1[C@@]2(C)C[C@]3([C@]1(C)C1CC[C@@]4([C@@]5([C@]1([C@H]3[C@H]([C@H]2O)O5)O)CC(=O)O[C@H]4c1ccoc1)C)OC(=O)C)O,COC(=O)C(O)C1[C@@]2(C)C3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C[C@@]45O[C@H]4[C@@H](O)[C@]1(C)C[C@]2(OC(C)=O)[C@H]4[C@@]35O
"2-(3,7-dimethylocta-2,6-dienyl)-6-[7-(3,7-dimethylocta-2,6-dienyl)-5-hydroxybenzofuran-2-yl]-[1,4]benzoquinone",C/C(=C\CC1=CC(=O)C=C(C1=O)c1oc2c(c1)cc(cc2C/C=C(/CCC=C(C)C)\C)O)/CCC=C(C)C,CC(C)=CCC=C(C)C=Cc1cc(O)cc(-c2cc3cc(O)cc(C=CC(C)CCC=C(C)C)c3o2)c1O
"2,6-dihydroxyfissinolide",COC(=O)C([C@H]1C(C)(C)[C@H](OC(=O)C)[C@]2(C(=O)[C@]1(C)[C@H]1CC[C@@]3(C(=C1C2)CC(=O)O[C@H]3c1ccoc1)C)O)O,COC(=O)C(O)C1C(C)(C)[C@H](OC(C)=O)[C@]2(O)CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O
2-acetyl-1-hydroxy-8-methoxy-3-methylnaphthalene,COc1cccc2c1c(O)c(c(c2)C)C(=O)C,COc1cccc2cc(C)c(C(C)=O)c(O)c12
"2-hydroxy-3,4,6-trimethoxychalcone",COc1cc(OC)c(c(c1/C=C/C(=O)c1ccccc1)O)OC,COc1cc(OC)c(OC)c(O)c1C=CC(=O)c1ccccc1
2-hydroxy-3-O-tigloylswietenolide,COC(=O)[C@@H]([C@H]1C(C)(C)[C@H](OC(=O)/C(=C/C)/C)[C@]2(C(=O)[C@]1(C)[C@H]1CC[C@@]3(C(=C1C2)CC(=O)O[C@H]3c1ccoc1)C)O)O,C/C=C(\C)C(=O)O[C@H]1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)CC1=C3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]12
2-hydroxy-6-deacetoxyswietenine,COC(=O)C[C@H]1C(C)(C)C(OC(=O)/C(=C/C)/C)[C@]2(C(=O)[C@]1(C)C1CC[C@@]3(C(C1=C2)CC(=O)O[C@H]3c1ccoc1)C)O,C/C=C(\C)C(=O)OC1C(C)(C)[C@H](CC(=O)OC)[C@]2(C)C(=O)[C@@]1(O)C=C1C3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CCC12
2-hydroxyseneganolide,O=C1O[C@@H](c2ccoc2)[C@]2([C@@H](C1)[C@@]13O[C@]4(C(C1)(O)C(=O)C([C@H]1[C@]4([C@H]3CC2)COC(=O)C1)(C)C)O)C,CC1(C)C(=O)C2(O)C[C@@]34O[C@]2(O)[C@]2(COC(=O)C[C@@H]12)[C@H]3CC[C@]1(C)[C@H]4CC(=O)O[C@H]1c1ccoc1
2-hydroxyswietenin,COC(=O)[C@@H]([C@H]1C(C)(C)[C@H](OC(=O)/C(=C/C)/C)[C@]2(C(=O)[C@]1(C)[C@H]1CC[C@@]3([C@H](C1=C2)CC(=O)O[C@H]3c1ccoc1)C)O)O,C/C=C(\C)C(=O)O[C@H]1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)C=C1[C@@H]3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]12
2-hydroxyswietenine,C/C=C(/OC(=O)[C@H]1C(C)(C)[C@H]([C@H](C(=O)OC)O)[C@@]2(C(=O)[C@@]1(O)C=C1[C@@H]2CC[C@@]2([C@H]1CC(=O)O[C@H]2c1ccoc1)C)C)\C,C/C=C(\C)OC(=O)C1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)C=C1[C@@H]3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]12
"(2S,2''S)-7,7''-di-O-methyltetrahydroamentoflavone",COc1cc(O)c2c(c1c1cc(ccc1O)C1CC(=O)c3c(O1)cc(cc3O)OC)OC(CC2=O)c1ccc(cc1)O,COc1cc(O)c2c(c1)OC(c1ccc(O)c(-c3c(OC)cc(O)c4c3OC(c3ccc(O)cc3)CC4=O)c1)CC2=O
3beta-acetoxyfuerstione,CC(=O)O[C@H]1CC[C@]2(C(=CC=C3C2=C(O)C(=O)C(=C3)C(O)(C)C)C1(C)C)C,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC=C3C=C(C(C)(C)O)C(=O)C(=O)C32)C1(C)C
3-farnesylindole,C/C(=C\CC1CNc2c1cccc2)/CC/C=C(/CCC=C(C)C)\C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1CNc2ccccc21
3-O-benzoylhinokiol,O=C(c1ccccc1)O[C@H]1CC[C@]2([C@H](C1(C)C)CCc1c2cc(O)c(c1)C(C)C)C,CC(C)c1cc2c(cc1O)[C@@]1(C)CC[C@H](OC(=O)c3ccccc3)C(C)(C)[C@@H]1CC2
3-O-benzoylhosloppone,OC1=C2C(=CC=C3[C@]2(C)CC[C@@H](C3(C)C)OC(=O)c2ccccc2)C=C(C1=O)C(C)C,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CC[C@H](OC(=O)c3ccccc3)C(C)(C)C1=CC2
3-O-benzoylhosloquinone,O=C(c1ccccc1)O[C@@H]1CC=C2[C@@](C1(C)C)(C)C=CC1=C2C(=O)C(=O)C(=C1)C(C)C,CC(C)=c1cc2c(c(O)c1O)=C1C=C[C@@H](OC(=O)c3ccccc3)C(C)(C)[C@]1(C)C=C2
3-O-cinnamoylhosloppone,O=C(O[C@H]1CC[C@]2(C(=CC=C3C2=C(O)C(=O)C(=C3)C(C)C)C1(C)C)C)/C=C/c1ccccc1,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CC[C@H](OC(=O)/C=C/c3ccccc3)C(C)(C)C1=CC2
2-hydroxy-3-O-tigloylswietenolide,COC(=O)[C@@H]([C@H]1C(C)(C)[C@H](OC(=O)/C(=C/C)/C)[C@]2(C(=O)[C@]1(C)[C@H]1CC[C@@]3(C(=C1C2)CC(=O)O[C@H]3c1ccoc1)C)O)O,C/C=C(\C)C(=O)O[C@H]1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)CC1=C3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]12
skimmianine,COc1ccc2c(c1OC)nc1c(c2OC)cco1,COc1ccc2c(OC)c3ccoc3nc2c1OC
"5,14-dimethylbudmunchiamine L1",CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
"5,7,8-trimethoxyflav-3-ene",COc1cc(OC)c2c(c1OC)OC(C=C2)c1ccccc1,COc1cc(OC)c(OC)c2c1C=CC(c1ccccc1)O2
5-normethylbudmunchiamine K,CCCCCCCCCCCCCCCC1NCCCN(C)CCCCN(CCCNC(=O)C1)C,CCCCCCCCCCCCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1
"6,11,12,16-tetrahydroxy-5,8,11,13-abietatetra-en-7-one",OCC(c1cc2C(=O)C(=C3[C@@](c2c(c1O)O)(C)CCCC3(C)C)O)C,CC(CO)c1cc2c(c(O)c1O)[C@]1(C)CCCC(C)(C)C1C(=O)C2=O
6-(3-methyl-2-butenyl)-1H-indole,CC(=CCc1ccc2c(c1)[nH]cc2)C,CC(C)=CCc1ccc2cc[nH]c2c1
"6-(3-methylbuta-1,3-dienyl)-1H-indole",CC(=C)/C=C/c1ccc2c(c1)[nH]cc2,C=C(C)/C=C/c1ccc2cc[nH]c2c1
"(6',7'-dihydro-8',9'-dihydroxy)-3-farnesindole",C/C(=C\Cc1c[nH]c2c1cccc2)/CCCC(C(C(C=C(C)C)O)O)C,CC(C)=CC(O)C(O)C(C)CCC/C(C)=C/Cc1c[nH]c2ccccc12
6-acetoxy methyl angolensate,COC(=O)C([C@@H]1[C@@]2(C)[C@H](CC(=O)C1(C)C)O[C@@]13C(=C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)C3)c1cocc1)OC(=O)C,C=C1[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)[C@H](C(OC(C)=O)C(=O)OC)[C@@]12C
6-hydroxy-5-normethylbudmunchiamine K,CCCCCCCCCC(CCCCCC1NCCCN(C)CCCCN(CCCNC(=O)C1)C)O,CCCCCCCCCC(O)CCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1
6-hydroxybudmunchiamine K,CCCCCCCCCC(CCCCCC1CC(=O)NCCCN(C)CCCCN(CCCN1C)C)O,CCCCCCCCCC(O)CCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1C
6-hydroxy methyl angolensate,COC(=O)[C@@H]([C@@H]1[C@@]2(C)[C@H](CC(=O)C1(C)C)O[C@@]13C(=C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)C3)c1cocc1)O,C=C1[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)C(C(O)C(=O)OC)[C@@]12C
6-hydroxysalvinolone,OC1=C2C(C)(C)CCC[C@@]2(c2c(C1)cc(C(C)C)c(c2O)O)C,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)C1C(=O)C2
6-methoxytecleanthine,COc1ccc2c(c1OC)n(C)c1c(c2=O)c(OC)c2c(c1)OCO2,COc1ccc2c(=O)c3c(OC)c4c(cc3n(C)c2c1OC)OCO4
6-O-acetyl-2-hydroxyswietenin,COC(=O)[C@@H]([C@H]1C(C)(C)C(OC(=O)/C(=C/C)/C)[C@]2(C(=O)[C@]1(C)C1CC[C@@]3(C(C1=C2)CC(=O)O[C@H]3c1ccoc1)C)O)OC(=O)C,C/C=C(\C)C(=O)OC1C(C)(C)[C@H](C(OC(C)=O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)C=C1C3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CCC12
6-O-deacetylsecomahoganin,COC(=O)[C@]1(C)[C@H](CC[C@@]2([C@]31O[C@@H]3C(=O)O[C@H]2c1ccoc1)C)[C@@]1(C)C=CC(=O)C([C@@H]1CO)(C)C,COC(=O)[C@]1(C)[C@@H]([C@@]2(C)C=CC(=O)C(C)(C)[C@@H]2CO)CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)C3O[C@]321
"7,3'-O-dimethylquercetin",COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)OC)O,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(OC)c3)oc2c1
7-deacetoxy-7-oxogedunin,O=C1O[C@@H](c2ccoc2)[C@]2([C@]3([C@@H]1O3)[C@]1(C)C(=O)C[C@@H]3[C@](C1CC2)(C)C=CC(=O)C3(C)C)C,CC1(C)C(=O)C=C[C@]2(C)C3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5O[C@]54[C@]3(C)C(=O)C[C@@H]12
