Name,Smiles,standard_smiles
MMV396794,c1(Cl)c(ccc(Cl)c1)OCC(O)CNC(C)(C)CC(C)(C)C,CC(C)(C)CC(C)(C)NCC(O)COc1ccc(Cl)cc1Cl
MMV396736,n(CC(CNCC1CCCO1)O)(c2c3cc(Cl)cc2)c4c3cc(Cl)cc4,OC(CNCC1CCCO1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21
MMV306025,C1(=NC(N(C)C2=O)=O)C2=NC(=NN1CC)c3ccc(C(=O)OC)cc3,CCn1nc(-c2ccc(C(=O)OC)cc2)nc2c(=O)n(C)c(=O)nc1-2
MMV056726,COc1cc(SC)ccc1C(=O)N2CCCC(C)C2,COc1cc(SC)ccc1C(=O)N1CCCC(C)C1
MMV274073,c1(cc(C)nc(ccc(OC)c2)c12)Nc3ccccc3O,COc1ccc2nc(C)cc(Nc3ccccc3O)c2c1
MMV018984,Cc1onc(NC(=O)c2ccc(cc2)c3ccccc3)c1,Cc1cc(NC(=O)c2ccc(-c3ccccc3)cc2)no1
MMV000911,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1F,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1F
MMV007430,Brc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1
MMV007977,Clc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,O=c1nc(C=Cc2ccc(Cl)cc2)oc2ccccc12
MMV020654,CCC(O)c1ccc(Br)cc1NC(=O)c2cccc(Cl)c2,CCC(O)c1ccc(Br)cc1NC(=O)c1cccc(Cl)c1
MMV665883,O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3)c5occc5,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(NC(=O)c2ccco2)c1
MMV084940,C1(=NC(C)(Cc(cc(OC)c(OC)c2)c23)C)C3=NNC1=O,COc1cc2c(cc1OC)=c1[nH][nH]c(=O)c1=NC(C)(C)C=2
MMV396715,n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5ccccc5,CC1(c2ccccc2)Nc2ccccc2-c2nc3ccccc3n21
MMV000963,n1c(NCc2ccccc2)c3c(cccc3)nc1Nc(cc4)ccc4OC,COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1
MMV006319,Cc1cc(Nc2cccc(F)c2)nc(NCc3ccccc3)n1,Cc1cc(Nc2cccc(F)c2)nc(NCc2ccccc2)n1
MMV000972,OC1(CC(=O)c2ccccc2O1)C(F)(F)C(F)(F)F,O=C1CC(O)(C(F)(F)C(F)(F)F)Oc2ccccc21
MMV020490,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5cccnc5,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(-c2cccnc2)nc2ccc(Cl)cc12
MMV001318,Clc1cccc(NC(=O)Nc2ccc(Br)cc2)c1,O=C(Nc1ccc(Br)cc1)Nc1cccc(Cl)c1
MMV007978,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC
MMV020660,COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(Cl)c3,COc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OC
MMV665904,COCCN1C(=Nc2ccccc2C1=O)C,COCCn1c(C)nc2ccccc2c1=O
MMV396632,c1(OCC)c(OC)cc(cc1Cl)CN([H])CC(O)c2ccccc2,CCOc1c(Cl)cc(CNCC(O)c2ccccc2)cc1OC
MMV007875,COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1
MMV006820,CCCCc1c(C)nc2c(OC)cccc2c1O,CCCCc1c(C)[nH]c2c(OC)cccc2c1=O
MMV396749,C12(Nc(cccc3)c3c4n1c5c(cccc5)n4)C(=O)Nc(ccc(OC)c6)c26,COc1ccc2c(c1)C1(Nc3ccccc3-c3nc4ccccc4n31)C(=O)N2
MMV011576,CCOC(=O)C1CCN(CC1)C(=O)CN2C(c3ccccc3C2=O)c4c[nH]c5ccccc45,CCOC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3C2c2c[nH]c3ccccc23)CC1
MMV020651,Clc1ccc(Cl)c(c1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2cc(Cl)ccc2Cl)o1
MMV000483,CCOc1cc2CCNC(c3cc(C)c(O)c(C)c3)c2cc1OCC,CCOc1cc2c(cc1OCC)C(c1cc(C)c(O)c(C)c1)NCC2
MMV019266,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C
MMV001049,CC(C)c1ccc(CNCC(O)c2ccccc2)cc1,CC(C)c1ccc(CNCC(O)c2ccccc2)cc1
MMV665806,CC1CCCCC1NCC(O)Cn2c(C)c(C)c3ccccc23,Cc1c(C)n(CC(O)CNC2CCCCC2C)c2ccccc12
MMV667487,CN(C)c1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,CN(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1
MMV000356,c1(cc(Br)ccc1O)CN(CC2)CCN2Cc3cccc(F)c3,Oc1ccc(Br)cc1CN1CCN(Cc2cccc(F)c2)CC1
MMV396705,c12c(C(=O)N(C)C(=O)N1C)n(Cc3cccc(OC)c3)c(Oc4ccccc4)n2,COc1cccc(Cn2c(Oc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)c1
MMV006704,CN(C)CCNc1cc(nc2ccccc12)c3ccccc3,CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12
MMV000760,Oc1c(CN2CCN(CC2)c3ccccc3F)cc(Br)c4cccnc14,Oc1c(CN2CCN(c3ccccc3F)CC2)cc(Br)c2cccnc12
MMV007881,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2occc2)cc1,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2ccco2)cc1
MMV008212,COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1,COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1
MMV007363,Clc1ccc2c(ccnc2c1)N3CCCC3,Clc1ccc2c(N3CCCC3)ccnc2c1
MMV007791,CCOc1ccccc1NC(=O)CN2CCN(CC2)C(=O)c3occc3,CCOc1ccccc1NC(=O)CN1CCN(C(=O)c2ccco2)CC1
MMV665843,Oc1c2CCCCc2nc3ccccc13,O=c1c2c([nH]c3ccccc13)CCCC2
MMV396595,n12c(cc(C(C)(C)C)n1)nc(CCN3Cc4ccccc4OCC)c(C3)c2O,CCOc1ccccc1CN1CCc2[nH]c3cc(C(C)(C)C)nn3c(=O)c2C1
MMV396669,n1c(cc(C)nc1Nc(cc2)ccc2NC(CCc3ccccc3)=O)N4CCCC4,Cc1cc(N2CCCC2)nc(Nc2ccc(NC(=O)CCc3ccccc3)cc2)n1
MMV396704,c12c(ncnc1N(CC3)CCN3C)c4c(ccc(Cl)c4)[nH]2,CN1CCN(c2ncnc3c2[nH]c2ccc(Cl)cc23)CC1
MMV019762,COc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,COc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1
MMV020505,CN(C)CCCNCc1oc(cc1)c2ccc(F)c(Cl)c2,CN(C)CCCNCc1ccc(-c2ccc(F)c(Cl)c2)o1
MMV020942,CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1
MMV000839,OC(CNCc1ccccc1)Cn2c3ccccc3c4ccccc24,OC(CNCc1ccccc1)Cn1c2ccccc2c2ccccc21
MMV666599,Brc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,O=c1nc(C=Cc2ccc(Br)cc2)oc2ccccc12
MMV000481,CCOc1cc(cc(Cl)c1O)C2NCCc3cc(OCC)c(OCC)cc23,CCOc1cc2c(cc1OCC)C(c1cc(Cl)c(O)c(OCC)c1)NCC2
MMV665897,COc1ccc2nc(N)nc(C)c2c1,COc1ccc2nc(N)nc(C)c2c1
MMV665908,COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)CC(C)(C)C)c3ccc4OCOc4c3,COc1ccc(N2CCN(C(CNC(=O)CC(C)(C)C)c3ccc4c(c3)OCO4)CC2)cc1
MMV665924,COc1ccc(cc1)C(=O)C2CC2c3ccc(Cl)cc3,COc1ccc(C(=O)C2CC2c2ccc(Cl)cc2)cc1
MMV665944,COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1,COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1
MMV666054,COc1ccc(cc1)C(=O)NC(c2ccc(Cl)cc2Cl)c3cc(Cl)c4cccnc4c3O,COc1ccc(C(=O)NC(c2ccc(Cl)cc2Cl)c2cc(Cl)c3cccnc3c2O)cc1
MMV008474,CCN1CCN(CC1)c2c(cnc3cc(OC)c(OC)cc23)C(=O)c4ccccc4,CCN1CCN(c2c(C(=O)c3ccccc3)cnc3cc(OC)c(OC)cc23)CC1
MMV000445,CCCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13,CCCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21
MMV006882,CCOC(=O)c1cnc2ccc(Cl)cc2c1NCCCN(C)C,CCOC(=O)c1cnc2ccc(Cl)cc2c1NCCCN(C)C
MMV007127,OC1=C2C(Sc3ccccc3N=C2c4ccccc14)c5ccc(Br)cc5,O=C1c2ccccc2C2=Nc3ccccc3SC(c3ccc(Br)cc3)C12
MMV666123,CC(C)(C)c1ccc(cc1)C(=O)Nc2c3CSCc3nn2c4cccc(Cl)c4,CC(C)(C)c1ccc(C(=O)Nc2c3c(nn2-c2cccc(Cl)c2)CSC3)cc1
MMV006389,Fc1cccc(c1)C2Sc3ccccc3N=C4C2C(=O)c5ccccc45,O=C1c2ccccc2C2=Nc3ccccc3SC(c3cccc(F)c3)C12
MMV665949,Oc1ccc(cc1)C(=C(Cl)Cl)c2ccc(O)cc2,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1
MMV665934,Brc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,O=C1c2ccccc2-c2nnc(-c3ccc(Br)cc3)cc21
MMV665994,Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl,Cc1[nH]c2ccccc2c(=O)c1CC=C(Cl)Cl
MMV665980,OC1CCCCC1C2(CCCCC2)NC(=S)Nc3ccccc3,OC1CCCCC1C1(NC(=S)Nc2ccccc2)CCCCC1
MMV007577,Cc1ccccc1OCCSc2nc3ccc(NC(=O)c4ccccc4)cc3s2,Cc1ccccc1OCCSc1nc2ccc(NC(=O)c3ccccc3)cc2s1
MMV019995,Brc1ccc2OCC(=Cc2c1)C(=O)NCCCN3CCC(CC3)N4CCCCC4,O=C(NCCCN1CCC(N2CCCCC2)CC1)C1=Cc2cc(Br)ccc2OC1
MMV007208,COc1ccc(OC)c(c1)C2C3=C(CC(C)(C)CC3=O)N(C4=C2C(=O)CC(C)(C)C4)c5ccc(Cl)c(Cl)c5,COc1ccc(OC)c(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(Cl)c(Cl)c3)C3=C2C(=O)CC(C)(C)C3)c1
MMV000442,CC(C)(C)c1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1,CC(C)(C)c1ccc2c(c1)CN(Cc1ccc(Cl)cc1)CO2
MMV666124,CC(=O)c1ccc(NC(=O)CSc2nc(ns2)c3ccccc3Cl)cc1,CC(=O)c1ccc(NC(=O)CSc2nc(-c3ccccc3Cl)ns2)cc1
MMV000444,CCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13,CCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21
MMV666109,CCOC(=O)C1(Cc2ccccc2)CCN(Cc3cccc(OC)c3O)CC1,CCOC(=O)C1(Cc2ccccc2)CCN(Cc2cccc(OC)c2O)CC1
MMV665936,Cc1ccc(cc1)S(=O)(=O)c2c(COC(=O)c3cccc(C)c3)c(nn2C)c4ccccc4,Cc1ccc(S(=O)(=O)c2c(COC(=O)c3cccc(C)c3)c(-c3ccccc3)nn2C)cc1
MMV666020,Cc1ccc(OCCCCCCNCCO)c(C)c1,Cc1ccc(OCCCCCCNCCO)c(C)c1
MMV665971,CCOC(=O)C1=C(C)N=C2SC(=Cc3cc(Cl)ccc3O)C(=O)N2C1c4ccc(OC)cc4,CCOC(=O)C1=C(C)N=c2sc(=Cc3cc(Cl)ccc3O)c(=O)n2C1c1ccc(OC)cc1
MMV001241,COc1ccc(C)c2sc(nc12)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N,COc1ccc(C)c2sc(N(Cc3cccnc3)C(=O)c3ccc(C#N)cc3)nc12
MMV000720,Cc1ccnc(NC(c2cccc(OCc3ccccc3)c2)c4ccc5cccnc5c4O)c1,Cc1ccnc(NC(c2cccc(OCc3ccccc3)c2)c2ccc3cccnc3c2O)c1
MMV000619,CCCCC(O)(C(CN1CCOCC1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,CCCCC(O)(c1ccc(Cl)cc1)C(CN1CCOCC1)c1ccc(Cl)cc1
MMV006753,CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccccc4)c(C)c23,Cc1cc(=O)oc2c1ccc1oc(C(=O)c3ccccc3)c(C)c12
MMV006787,CC(C)CCNCC(O)Cn1c2ccccc2c3ccccc13,CC(C)CCNCC(O)Cn1c2ccccc2c2ccccc21
MMV665794,FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc4cccc(c4)C(F)(F)F)c1,FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc2cccc(C(F)(F)F)c2)c1
MMV000917,COc1ccc2C3CC(=Nc4ccccc4N3C(=O)c2c1OC)c5ccc(C)cc5,COc1ccc2c(c1OC)C(=O)N1c3ccccc3N=C(c3ccc(C)cc3)CC21
MMV666125,CC1=C(CC(=O)c2cccc(c2)[N+](=O)[O-])C(=O)c3ccccc3C1=O,CC1=C(CC(=O)c2cccc([N+](=O)[O-])c2)C(=O)c2ccccc2C1=O
MMV665987,CCCCCCc1cc(O)c2C3=C(CCC(C)C3)C(=O)Oc2c1,CCCCCCc1cc(O)c2c3c(c(=O)oc2c1)CCC(C)C3
MMV007574,O=C(Nc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccccc5)C3)c6cccs6,O=C(Nc1ccc(C23CC4CC(CC(c5ccccc5)(C4)C2)C3)cc1)c1cccs1
MMV000326,Cc1ccc2nc(C)cc(Nc3cccc(c3)C(F)(F)F)c2c1,Cc1ccc2nc(C)cc(Nc3cccc(C(F)(F)F)c3)c2c1
MMV000604,COc1ccc(cc1)C2=CC(=O)Oc3c4CN(Cc5ccc(F)cc5)COc4ccc23,COc1ccc(-c2cc(=O)oc3c4c(ccc23)OCN(Cc2ccc(F)cc2)C4)cc1
MMV007557,COc1ccc(CCNC(=O)c2cc(ccc2Sc3ccc(F)cc3)S(=O)(=O)N4CC(C)CC(C)C4)cc1OC,COc1ccc(CCNC(=O)c2cc(S(=O)(=O)N3CC(C)CC(C)C3)ccc2Sc2ccc(F)cc2)cc1OC
MMV000699,Cc1ccc(cc1)C2CC(n3nc(cc3N2)C(=O)N4CCN(CC4)C(c5ccccc5)c6ccccc6)C(F)(F)F,Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N4CCN(C(c5ccccc5)c5ccccc5)CC4)cc3N2)cc1
MMV009127,CC1CCN(Cc2c(O)ccc3C=C(C(=O)Oc23)c4nc5ccccc5s4)CC1,CC1CCN(Cc2c(O)ccc3cc(-c4nc5ccccc5s4)c(=O)oc23)CC1
MMV665786,Clc1ccc2OC(=O)C=C(NC3CCN(CCCc4ccccc4)CC3)c2c1,O=c1cc(NC2CCN(CCCc3ccccc3)CC2)c2cc(Cl)ccc2o1
MMV006250,CCOC(=O)c1cnc2c(C)cccc2c1Nc3ccc(cc3)C(=O)C,CCOC(=O)c1cnc2c(C)cccc2c1Nc1ccc(C(C)=O)cc1
MMV666079,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1
MMV665969,COc1cccc(c1)C(=O)NC(c2ccc(C)cc2)c3cc(Cl)c4cccnc4c3O,COc1cccc(C(=O)NC(c2ccc(C)cc2)c2cc(Cl)c3cccnc3c2O)c1
MMV000304,CCOc1ccc(Nc2c3ccccc3nc4ccccc24)cc1,CCOc1ccc(Nc2c3ccccc3nc3ccccc23)cc1
MMV000443,CCOc1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1,CCOc1ccc2c(c1)CN(Cc1ccc(Cl)cc1)CO2
MMV666604,CCOC(=O)C1=C(C)N=C2SC(=Cc3ccccc3O)C(=O)N2C1c4ccc(OC)c5ccccc45,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccccc3O)c(=O)n2C1c1ccc(OC)c2ccccc12
MMV008455,COc1ccc(cc1)C2C(C(=O)Nc3cccc(OC)c3)c4ccccc4C(=O)N2C5CCCCC5,COc1ccc(C2C(C(=O)Nc3cccc(OC)c3)c3ccccc3C(=O)N2C2CCCCC2)cc1
MMV007199,COc1ccccc1N2C(=N)SC(=Cc3ccc(OCc4ccccc4F)cc3)C2=O,COc1ccccc1N1C(=N)SC(=Cc2ccc(OCc3ccccc3F)cc2)C1=O
MMV085471,CCOc1ccc(cc1)n2cc(c3ccccc3)c4c(SCc5cc(C)ccc5C)ncnc24,CCOc1ccc(-n2cc(-c3ccccc3)c3c(SCc4cc(C)ccc4C)ncnc32)cc1
MMV665797,CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1
MMV006513,C(Cc1c[nH]c2ccccc12)Nc3c4ccccc4nc5ccccc35,c1ccc2c(NCCc3c[nH]c4ccccc34)c3ccccc3nc2c1
MMV666095,CCCc1c(C)nc2ccc(Br)cc2c1O,CCCc1c(C)[nH]c2ccc(Br)cc2c1=O
MMV665943,Nc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(N)cc6)ccc3[nH]2,Nc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1
MMV019555,C(CCCNc1c2CCCCc2nc3ccccc13)CCNc4c5CCCCc5nc6ccccc46,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
MMV019741,Cc1ccc(C)c(Cn2c(nc3ccccc23)N4CCC(CC4)C(=O)NCc5cccs5)c1,Cc1ccc(C)c(Cn2c(N3CCC(C(=O)NCc4cccs4)CC3)nc3ccccc32)c1
MMV019690,COc1ccc(cc1CN2CCN(CC2)c3ccc(F)cc3)C4NCCc5c4[nH]c6ccccc56,COc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1CN1CCN(c2ccc(F)cc2)CC1
MMV000621,CCCCCCC(O)(C(CN1CCOCC1)c2ccccc2)c3ccc(F)cc3,CCCCCCC(O)(c1ccc(F)cc1)C(CN1CCOCC1)c1ccccc1
MMV008173,COc1cc(OC)cc(c1)N2C(=O)N(Cc3ccc(cc3)C(C)(C)C)c4ccccc4S2(=O)=O,COc1cc(OC)cc(N2C(=O)N(Cc3ccc(C(C)(C)C)cc3)c3ccccc3S2(=O)=O)c1
MMV019241,Brc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4cc5ccccc5cc4[nH]3,O=C(Nc1ccc(-c2nc3cc4ccccc4cc3[nH]2)cc1)c1cccc(Br)c1
MMV665783,CCN(CC)CCCNc1ccnc2cc3ccccc3cc12,CCN(CC)CCCNc1ccnc2cc3ccccc3cc12
MMV000787,CCCOCc1cc(CN2CCN(CC2)c3cccc(Cl)c3)c(O)c4ncccc14,CCCOCc1cc(CN2CCN(c3cccc(Cl)c3)CC2)c(O)c2ncccc12
MMV666106,O=C(NC1CCCCC1)C(N(CCc2ccccc2)C(=O)c3occc3)c4cccs4,O=C(NC1CCCCC1)C(c1cccs1)N(CCc1ccccc1)C(=O)c1ccco1
MMV666022,COc1ccc(cc1)C(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O,COc1ccc(C(=O)NC(c2ccccc2Cl)c2cc(Cl)c3cccnc3c2O)cc1
MMV498479,CCOC(=O)c1cnc2c(CC)cccc2c1O,CCOC(=O)c1c[nH]c2c(CC)cccc2c1=O
MMV007396,Cc1ccccc1OCCSc2nc3ccc(NC(=O)c4cccs4)cc3s2,Cc1ccccc1OCCSc1nc2ccc(NC(=O)c3cccs3)cc2s1
MMV000617,COc1ccc(cc1)C(O)(CCC(C)C)C(CN2CCOCC2)c3ccc(Cl)cc3,COc1ccc(C(O)(CCC(C)C)C(CN2CCOCC2)c2ccc(Cl)cc2)cc1
MMV006764,CCOc1c(Br)cc(cc1OC)C2C(=CN(C)C=C2C(=O)OC)C(=O)OC,CCOc1c(Br)cc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1OC
MMV007275,Cc1ccc(F)cc1NC(=O)c2cc(Cl)ccc2Nc3ccccc3,Cc1ccc(F)cc1NC(=O)c1cc(Cl)ccc1Nc1ccccc1
MMV007273,COc1cc(cc(OC)c1O)c2nc(c3ccc(Sc4ccccc4)cc3)c([nH]2)c5ccccc5,COc1cc(-c2nc(-c3ccc(Sc4ccccc4)cc3)c(-c3ccccc3)[nH]2)cc(OC)c1O
MMV666026,COc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,COc1ccc(-c2cc3c(nn2)-c2ccccc2C3=O)cc1
MMV665923,FC(F)(F)c1cccc(c1)N2N=Nc3ccccc3C2=N,N=c1c2ccccc2nnn1-c1cccc(C(F)(F)F)c1
MMV666025,OC(Cn1nnc2ccccc12)Cn3c4ccc(Br)cc4c5cc(Br)ccc35,OC(Cn1nnc2ccccc21)Cn1c2ccc(Br)cc2c2cc(Br)ccc21
MMV666060,COc1ccc(CN2CCCC(C2)C(=O)c3ccc(cc3)C(F)(F)F)c(O)c1,COc1ccc(CN2CCCC(C(=O)c3ccc(C(F)(F)F)cc3)C2)c(O)c1
MMV666597,CCCCCCc1cc2C=C(C(=Nc3ccccc3C)Oc2cc1O)c4nc5ccccc5[nH]4,CCCCCCc1cc2cc(-c3nc4ccccc4[nH]3)c(=Nc3ccccc3C)oc2cc1O
MMV007224,Brc1ccc(Nc2nc3ccccc3nc2Nc4ccc(Br)cc4)cc1,Brc1ccc(Nc2nc3ccccc3nc2Nc2ccc(Br)cc2)cc1
MMV020912,Cc1ccc(cc1NCc2cc(Cc3ccccc3)ccc2O)c4oc5ccccc5n4,Cc1ccc(-c2nc3ccccc3o2)cc1NCc1cc(Cc2ccccc2)ccc1O
MMV007181,Cc1cc(Nc2ccc(OCc3ccccc3)cc2)nc4cc(O)ccc14,Cc1cc(Nc2ccc(OCc3ccccc3)cc2)nc2cc(O)ccc12
MMV007113,c1ccc(cc1)C2=Nc3ccccc3N=C(c4ccccc4)c5ccccc25,c1ccc(C2=Nc3ccccc3N=C(c3ccccc3)c3ccccc32)cc1
MMV007228,Cc1cccc(c1)N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc6OCOc6c5)c7ccc8OCOc8c7)c9ccccc9)c%10ccccc%10,Cc1cccc(-n2c(O)c3c(c2O)C2(c4ccccc4)C(=O)C3(c3ccccc3)C(c3ccc4c(c3)OCO4)=C2c2ccc3c(c2)OCO3)c1
MMV665972,Oc1ccc2ccccc2c1C(NC(=O)Cc3ccccc3)c4ccc(Cl)cc4,O=C(Cc1ccccc1)NC(c1ccc(Cl)cc1)c1c(O)ccc2ccccc12
MMV073843,CN(C)c1ccc(cc1)N=Cc2ccc(cc2)N3CCOCC3,CN(C)c1ccc(N=Cc2ccc(N3CCOCC3)cc2)cc1
MMV006303,c1(c(ccn2)NCCN(CC)CC)c2cc(cccc3)c3c1,CCN(CC)CCNc1ccnc2cc3ccccc3cc12
MMV667490,C12=C(N=CN(CCCn(ccn3)c3)C1=N)Oc4c(ccc(cccc5)c45)C2c6ccc(OC)c(OC)c6,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCn4ccnc4)c(=N)c32)cc1OC
MMV667492,C1(N(C)N=O)=C(NC2CCCCC2)C(=O)c(cccc3)c3C1=O,CN(N=O)C1C(=O)c2ccccc2C(=O)C1=NC1CCCCC1
MMV019881,O=C(NC1CCN(Cc2ccccc2)CC1)c3cc(cc(c3)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)NC6CCN(Cc7ccccc7)CC6,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1
MMV000478,CCOc1cc2CCNC(c3cc(Cl)ccc3O)c2cc1OCC,CCOc1cc2c(cc1OCC)C(c1cc(Cl)ccc1O)NCC2
MMV020403,COc1ccc(cc1)c2cn3c(C(=O)Nc4ccccc4Cl)c(c5CCCCn2c35)c6ccccc6,COc1ccc(-c2cn3c(C(=O)Nc4ccccc4Cl)c(-c4ccccc4)c4c3n2CCCC4)cc1
MMV007764,CCCCC1=C(CCC)C(=N)c2ccccc2N1C,CCCCc1c(CCC)c(=N)c2ccccc2n1C
MMV665830,CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2,CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2
MMV665886,CC(Oc1ccc(NC(=O)c2cccs2)cc1)C(=O)c3ccc(Cl)cc3,CC(Oc1ccc(NC(=O)c2cccs2)cc1)C(=O)c1ccc(Cl)cc1
MMV396664,c1(C(OCC)=O)c(cc(cc2)OC(=O)c(cc3OC)cc(OC)c3OC)c2n(c4ccccc4)c1C,CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(OC(=O)c3cc(OC)c(OC)c(OC)c3)cc12
MMV001239,COc1ccc2sc(nc2c1)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N,COc1ccc2sc(N(Cc3cccnc3)C(=O)c3ccc(C#N)cc3)nc2c1
MMV667491,C12=C(N=CN(CCCN(C)C)C1=N)Oc3c(ccc(cccc4)c34)C2c5ccc(OC)cc5,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCN(C)C)c(=N)c32)cc1
MMV006169,C(Nc1nc(Nc2ccccc2)nc3ccccc13)c4ccccc4,c1ccc(CNc2nc(Nc3ccccc3)nc3ccccc23)cc1
MMV086103,CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccc(C)cc4)c(C)c23,Cc1ccc(C(=O)c2oc3ccc4c(C)cc(=O)oc4c3c2C)cc1
MMV084434,COc1ccc(C=C2SC(=NC2=O)Nc3ccc(F)cc3)c(OC)c1,COc1ccc(C=C2SC(=Nc3ccc(F)cc3)NC2=O)c(OC)c1
MMV666692,CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3csc(C=Cc4ccccc4)n3,CCCCCCc1cc2cc(-c3csc(C=Cc4ccccc4)n3)c(=O)oc2cc1O
MMV665836,COc1ccc(C=C2SC(=NC2=O)Nc3ccccc3)cc1,COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1
