smile,score_1syh,score_6y2f,score_4lde
COc1ccc(CNCCc2ccc(I)cc2)cc1,10000,10000,10000
COc1cc(CNCCc2cccc(CO)c2)ccc1C#N,-7.2,-5.1,-9.4
COc1ccc(CNCCc2ccc(C)c(C#N)c2)cc1Cl,-5.4,-5.8,-9.4
COc1ccc(CNCCc2cccc(Cl)c2)c(OC)c1,-5.4,-4.8,-8.5
COc1ccc(CCNCc2cccc(C#N)c2)cc1OC,-5.7,-4.7,-9.2
COc1ccc(CNCCc2ccc(C)cc2)cc1[N+](=O)[O-],-6.2,-5.7,-9.2
COc1ccc(CCNCc2cccc(C(F)(F)F)c2)cc1OC,-4.8,-5.1,-9.5
COc1ccc(CNCCc2ccc(C)c(C#N)c2)cc1OC,-5.0,-5.9,-9.4
COc1cccc(CNCCc2cc(C)c(O)c(C)c2)c1,-5.2,-5.9,-9.6
COc1cccc(CNCCc2ccc(CO)cc2)c1OC,-5.2,-5.2,-8.3
COc1ccc(CNCCc2ccc(N)cc2)c(OC)c1,-5.8,-5.4,-8.5
COc1ccc(CNCCc2ccc(F)cc2)c(OC)c1,-5.6,-5.1,-8.4
COc1cccc(CNCCc2ccc(CO)cc2)c1C,-5.8,-4.7,-9.0
COc1cc(Cl)cc(CNCCc2ccc(C)c(C#N)c2)c1,-5.2,-5.8,-9.2
CCCOc1ccc(CNCCc2cc(F)cc(F)c2)cc1OC,-3.8,-5.7,-8.9
COc1cccc(CNCCc2ccc(O)cc2)c1C#N,-5.8,-5.1,-8.8
COc1cccc(CCNCc2ccc(C)c(O)c2)c1OC,-4.5,-4.9,-8.9
COc1cccc(CNCCc2ccc(Cl)c(C)c2)c1OC,-3.7,-5.0,-8.6
COc1cc(CNCCc2cccc(C)c2)ccc1C#N,-6.8,-4.8,-9.1
COc1cc(CNCCc2cccc(C#N)c2)ccc1C#N,-4.8,-4.9,-9.3
COc1cccc(CNCCc2ccc(OC)c(F)c2)c1,-6.9,-5.5,-8.9
COc1cc(O)cc(CNCCc2cc(F)cc(F)c2)c1,-6.4,-6.3,-9.8
OCc1cccc(CCNCc2cc(O)cc(Cl)c2)c1,-6.6,-6.1,-9.8
COc1cc(CNCCc2cccc(Br)c2)ccc1C#N,-5.6,-4.8,-8.9
COc1cccc(CCNCc2ccc(O)c(F)c2)c1OC,-4.4,-6.2,-9.1
COc1cc(Cl)cc(CNCCc2cccc(C#N)c2)c1,-4.8,-5.6,-9.4
CNc1ccc(CNCCc2cc(C)c(O)c(C)c2)cc1,-5.8,-6.1,-9.2
COc1cccc(CNCCc2ccc(F)c(F)c2)c1OC,-6.0,-4.7,-9.0
COc1cccc(CNCCc2ccc(F)c(F)c2)c1C,-6.3,-5.6,-9.4
COc1ccc(CNCCc2ccc(CO)cc2)c(C)c1,-5.6,-5.0,-9.5
COc1cc(O)cc(CNCCc2ccc(C)c(C#N)c2)c1,-5.9,-5.9,-10.0
CNc1cccc(CNCCc2ccc(OC)c(F)c2)c1,-6.7,-6.0,-9.0
COc1cccc(CNCCc2ccc(CO)cc2)c1C#N,-5.4,-5.2,-9.0
COc1cccc(CNCCc2ccc(I)cc2)c1F,10000,10000,10000
COc1ccc(CNCCc2ccc(CO)cc2)c(F)c1,-6.0,-5.4,-9.1
COc1cc(CNCCc2ccc(C(C)C)cc2)cc(OC)c1O,-3.2,-5.9,-9.3
COc1cc(CNCCc2ccccc2)cc(OC)c1O,-6.2,-6.0,-8.7
COc1cc(CCNCc2cc(OC)c(O)c(OC)c2)ccc1F,-4.7,-5.9,-9.1
COc1cc(CCNCc2ccc(Cl)cc2)ccc1O,-7.2,-4.9,-9.4
COc1cc(CNCCc2ccc(CN(C)C)cc2)cc(OC)c1O,-2.0,-6.1,-9.0
COc1cc(CNCCc2ccc(SC)cc2)cc(OC)c1O,-3.6,-5.7,-8.8
COc1cc(CNCCc2ccc(N(C)C)cc2)cc(OC)c1O,-3.1,-5.9,-9.0
COc1ccc(CNCCc2cc(OC)c(O)c(OC)c2)cc1Cl,-4.5,-5.4,-9.1
COc1cc(CNCCc2cc(OC)c(O)c(OC)c2)ccc1F,-5.3,-6.2,-9.3
COc1cc(CNCCc2ccc(C(C)C)cc2)cc(Cl)c1O,-3.1,-5.8,-9.8
CCc1ccc(CNCCc2cc(OC)c(O)c(OC)c2)cc1,-5.9,-5.0,-9.3
COc1cc(CNCCc2ccc(OC(C)C)cc2)cc(OC)c1O,-2.6,-5.8,-9.2
COc1cc(CNCCc2ccc(CN(C)C)cc2)cc(Cl)c1O,-2.4,-6.1,-9.5
CCOc1cc(CNCCc2ccc(Cl)cc2)cc(Cl)c1O,-5.2,-5.8,-9.6
COc1ccc(CNCCc2cc(OC)c(O)c(OC)c2)cc1O,-5.1,-5.4,-9.1
COc1cc(CNCCc2ccc(OC(F)F)cc2)cc(OC)c1O,10000,10000,10000
COc1cc(CCNCc2ccc(Cl)c(F)c2)cc(OC)c1O,-6.5,-6.0,-9.4
COc1cc(CCNCc2ccc(CCN(C)C)cc2)cc(OC)c1O,-1.1,-5.3,-9.3
COc1ccc(CNCCc2cc(OC)c(O)c(OC)c2)cc1C,-3.3,-5.6,-9.2
COc1ccc(CCNCc2cc(Cl)c(O)c(OC)c2)cc1F,-4.9,-5.9,-9.5
COc1cc(CCNCc2ccc(SC)cc2)cc(OC)c1O,-4.9,-5.6,-8.9
COc1ccc(CNCCc2cc(OC)c(O)c(OC)c2)cc1F,-5.6,-5.9,-9.1
COc1ccc(CNCCc2cc(OC)c(O)c(OC)c2)cc1Br,-3.4,-5.9,-9.2
COc1cc(CCNCc2ccc(C)c(O)c2)cc(OC)c1O,-6.0,-6.1,-9.5
COc1cc(CCNCc2ccc(CSC)cc2)cc(OC)c1O,-3.2,-5.5,-9.1
COc1cc(CNCCc2ccc(OC(F)F)cc2)cc(Cl)c1O,10000,10000,10000
COc1cc(CCNCc2cc(C)cc(Cl)c2)ccc1O,-5.7,-4.9,-9.5
COc1cc(CCNCc2ccc(CCCC#N)cc2)cc(OC)c1O,-1.8,-5.2,-9.4
COc1cc(CCNCc2ccc(C)c(F)c2)cc(OC)c1O,-6.6,-5.6,-9.5
COc1cc(CNCCc2cc(OC)c(O)c(OC)c2)ccc1C#N,-5.3,-6.0,-9.1
COc1ccc(CNCCc2cc(OC)c(O)c(OC)c2)c(Cl)c1,-5.2,-5.8,-9.2
CCc1cccc(CNCCc2cc(OC)c(O)c(OC)c2)c1,-5.5,-5.1,-9.4
COc1cc(CCNCc2ccc(Cl)c(OC)c2)ccc1O,-6.6,-5.1,-9.5
COc1cccc(CNCCc2cc(OC)c(O)c(OC)c2)c1,-5.7,-5.7,-9.1
COc1cc(CCNCc2ccc(F)cc2Cl)cc(OC)c1O,-6.1,-6.2,-9.3
COc1cc(CCNCc2cccc(Cl)c2Cl)cc(OC)c1O,-4.0,-5.9,-9.2
CCOc1cc(CNCCc2ccc(OC)c(OC)c2)cc(Cl)c1O,-3.2,-5.7,-9.5
CCOc1cc(CNCCc2ccc(OC)cc2)cc(Cl)c1O,-4.7,-5.9,-9.4
CCOc1cc(CNCCc2ccc(F)c(OC)c2)cc(Cl)c1O,-4.4,-6.0,-9.7
Cc1ccc(C=CC(=O)c2cccc(C(=O)O)c2)cc1,-3.7,-6.2,-11.0
Cc1ccccc1C(=O)C=Cc1ccc(O)c(C(=O)O)c1,-2.1,-6.6,-10.8
COc1cc(C=CC(=O)c2cccc(C(=O)O)c2)cc(OC)c1O,0.7,-6.5,-10.1
Cc1cccc(C=CC(=O)c2cc(C(=O)O)ccc2O)c1,-3.1,-6.6,-10.3
Cc1ccc(C(=O)C=Cc2cccc(C(=O)O)c2)c(O)c1,-0.4,-6.5,-10.4
Cc1ccc(C(=O)C=Cc2ccc(C(=O)O)cc2)c(O)c1,3.8,-6.4,-10.1
Cc1cc(C)c(C(=O)O)cc1C=CC(=O)c1ccccc1O,0.4,-7.0,-10.6
COc1ccc(C(=O)C=Cc2cccc(C(=O)O)c2)c(O)c1,1.5,-6.6,-9.9
COc1cccc(C=CC(=O)c2cc(C(=O)O)ccc2O)c1,-3.0,-6.7,-10.1
COc1cc(C(=O)C=Cc2cccc(C(=O)O)c2)c(OC)cc1O,1.1,-6.5,-10.2
O=C(O)c1ccc(O)c(C(=O)C=Cc2ccccc2F)c1,-6.0,-6.7,-10.7
Cc1ccccc1C=CC(=O)c1cc(C(=O)O)ccc1O,-5.1,-6.6,-10.7
COc1cc(C=CC(=O)c2cccc(C(=O)O)c2)cc(Cl)c1O,0.4,-6.7,-10.4
COc1ccc(O)c(C(=O)C=Cc2ccc(C(=O)O)cc2)c1,1.3,-6.5,-9.8
COc1ccc(C(=O)C=Cc2cccc(C(=O)O)c2)cc1OC,0.8,-6.5,-9.8
COc1ccc(C=CC(=O)c2cc(C(=O)O)ccc2O)cc1,-2.0,-6.4,-9.9
COc1ccc(C(=O)C=Cc2ccc(C(=O)O)cc2)c(O)c1,5.6,-6.7,-9.6
COc1ccc(C=CC(=O)c2ccc(C(=O)O)cc2O)cc1,3.2,-6.4,-10.1
Cc1ccc(C=CC(=O)c2cc(F)ccc2O)cc1,-1.5,-6.5,-10.0
COc1ccc(C(=O)C=Cc2ccc(O)cc2)c(O)c1,-0.4,-6.1,-9.2
COc1cccc(C=CC(=O)c2ccc(O)c(C)c2)c1,-1.4,-6.3,-10.2
COc1ccccc1C=CC(=O)c1cc(C(=O)O)ccc1O,-5.3,-6.7,-10.2
COc1ccc(C=CC(=O)c2ccccc2O)c(Br)c1O,-0.4,-6.5,-10.5
O=C(C=Cc1cccc(C(=O)O)c1Cl)c1ccc(O)cc1,-2.6,-6.4,-10.6
Cc1cc(C(=O)C=Cc2cc(F)c(O)c(F)c2)ccc1O,-0.4,-7.0,-10.8
COc1cc(C=CC(=O)c2cccc(C(=O)O)c2)cc(OC)c1,-0.0,-6.5,-9.9
Cc1ccc(C(=O)C=Cc2ccc(O)c(C(=O)O)c2)cc1,0.8,-6.5,-10.0
Cc1ccc(C(=O)C=Cc2cc(F)c(O)c(F)c2)c(C)c1,0.3,-6.4,-10.1
CCOc1cccc(C=CC(=O)c2cc(C(=O)O)ccc2O)c1,-2.7,-6.6,-10.1
COc1ccc(C)cc1C(=O)C=Cc1ccc(O)c(C(=O)O)c1,1.1,-6.5,-10.0
COc1ccc(C(=O)C=Cc2cccc(F)c2)c(O)c1,-2.4,-6.0,-9.4
COc1ccc(C)cc1C(=O)C=Cc1cc(Br)c(O)c(OC)c1,6.6,-6.2,-9.1
COc1cccc(C=CC(=O)c2ccc(O)c(Cl)c2)c1,-1.0,-6.3,-10.1
Cc1ccc(O)c(C(=O)C=Cc2cccc(C(=O)O)c2Cl)c1,-0.3,-6.9,-10.9
Cc1cc(C(=O)C=Cc2ccc(O)c(C(=O)O)c2)ccc1O,-1.2,-7.0,-11.0
O=C(O)c1ccc(O)c(C(=O)C=Cc2c(F)cccc2F)c1,-5.2,-6.9,-11.0
C=CCc1cc(C=CC(=O)c2ccccc2O)cc(OC)c1O,2.1,-6.7,-10.0
CCOc1ccc(C=CC(=O)c2cc(C(=O)O)ccc2O)cc1,-0.3,-6.3,-9.8
COc1cccc(C(=O)C=Cc2ccc(O)c(C(=O)O)c2)c1,-2.6,-6.7,-10.3
COC(=O)c1cccc(C=CC(=O)c2ccc(OC)c(O)c2)c1,1.7,-6.4,-9.8
COc1cc(C=CC(=O)c2cccc(O)c2)cc(Cl)c1O,0.5,-6.4,-10.3
COc1cc(C=CC(=O)c2ccc(O)c(C)c2)cc(OC)c1O,1.9,-6.5,-10.3
O=C(C=Cc1cccc(C(=O)O)c1Cl)c1cccc(O)c1,-2.8,-6.7,-10.8
COc1ccc(C(=O)C=Cc2ccc(F)cc2)c(O)c1,-0.3,-6.0,-9.2
COc1cc(C(=O)C=Cc2cc(F)c(O)c(F)c2)ccc1F,-1.4,-6.7,-9.9
COc1cc(C=CC(=O)c2cccc(C)c2)cc(Br)c1O,2.4,-6.1,-10.0
COc1cc(C=CC(=O)c2cc(C)ccc2O)cc(Cl)c1O,1.2,-6.8,-10.2
COc1ccc(C(=O)C=Cc2cccc(OCCC(=O)O)c2)c(O)c1,1.9,-6.8,-9.7
COc1ccc(C(=O)C=Cc2cc(F)c(O)c(F)c2)c(O)c1,2.9,-6.6,-9.8
COc1ccc(C(=O)C=Cc2ccc(O)c(C(=O)O)c2)cc1,1.4,-6.6,-9.8
COc1ccc(OC)c(C(=O)C=Cc2ccc(C(=O)O)cc2)c1,1.4,-6.3,-9.4
CCOc1ccc(C(=O)C=Cc2cc(F)c(O)c(F)c2)cc1,1.7,-6.1,-9.2
COc1cc(C=CC(=O)c2ccc(O)c(Cl)c2)cc(OC)c1O,2.0,-6.5,-10.2
COc1cc(C=CC(=O)c2ccc(O)cc2)cc(Cl)c1O,1.3,-6.3,-10.3
CCOc1ccccc1C=CC(=O)c1cc(C(=O)O)ccc1O,-5.6,-6.5,-10.4
COc1cc(C=CC(=O)c2cccc(Cl)c2)cc(Br)c1O,2.7,-6.0,-9.8
COc1cc(C=CC(=O)c2cccc(Br)c2)cc(Cl)c1O,1.7,-6.0,-9.6
O=C(O)Cc1ccc(C(=O)C=Cc2c(F)cccc2F)cc1,-1.0,-6.6,-9.8
COc1cc(C)c(C(=O)C=Cc2cc(C)c(O)c(C)c2)cc1OC,6.3,-6.3,-9.4
COc1cc(C=CC(=O)c2cccc(C)c2)ccc1O,-2.3,-6.2,-9.9
COc1cc(C=CC(=O)c2ccc(Br)c(C)c2)cc(OC)c1O,5.0,-6.3,-9.4
COc1cc(Br)c(C=CC(=O)c2ccccc2O)cc1O,-1.4,-6.6,-9.5
CCOc1cccc(C=CC(=O)c2ccc(OC)c(O)c2)c1,-0.8,-6.2,-9.4
Cc1ccc(F)c(C(=O)C=Cc2cc(C)c(O)c(C)c2)c1,1.6,-6.7,-10.7
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(O)cc2)c1,-4.7,-6.8,-10.4
CC(=O)Nc1cccc(C(=O)C=Cc2cccc(C(=O)O)c2)c1,-2.1,-6.5,-10.7
CC(C)Cc1ccc(C(=O)C=Cc2cccc(O)c2)cc1,1.2,-6.2,-9.8
CC(=O)Nc1cccc(C(=O)C=Cc2cc(C)c(O)c(C)c2)c1,1.3,-6.6,-10.4
CC(=O)Nc1cccc(C(=O)C=Cc2cc(F)c(O)c(F)c2)c1,-2.8,-6.7,-10.6
CN(C)Cc1cccc(C(=O)C=Cc2cc(F)c(O)c(F)c2)c1,-3.3,-6.5,-10.0
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(C)cc2)c1,-2.3,-6.1,-10.8
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(Cl)cc2)c1,-2.7,-6.0,-10.6
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(F)cc2)c1,-4.6,-6.3,-10.2
O=C(O)COc1cccc(C(=O)C=Cc2ccc(O)c(Cl)c2)c1,-3.9,-7.0,-10.2
CN(C)Cc1cccc(C(=O)C=Cc2ccc(O)c(C(=O)O)c2)c1,-1.7,-6.8,-10.7
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(C(F)(F)F)cc2)c1,2.1,-6.5,-11.1
CC(=O)Nc1ccc(C(=O)C=Cc2cccc(C#N)c2)cc1,3.4,-6.0,-9.5
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(C(F)F)cc2)c1,0.2,-6.4,-11.0
CC(=O)Nc1cccc(C(=O)C=Cc2cc(C)cc(C)c2)c1,-0.4,-6.4,-10.3
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(O)c(F)c2)c1,-4.2,-6.6,-10.6
CC(=O)Nc1cccc(C(=O)C=Cc2cc(Cl)cc(Cl)c2)c1,1.0,-6.3,-9.8
CN(C)Cc1cccc(C(=O)C=Cc2ccc(O)c(Br)c2)c1,-1.7,-6.2,-9.6
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(Br)c(F)c2)c1,-0.4,-6.3,-10.6
O=C(O)Cc1ccc(C(=O)C=Cc2ccc(Cl)c(F)c2)cc1,4.0,-6.2,-9.3
O=C(O)Cc1ccc(C(=O)C=Cc2ccc(Cl)c(Br)c2)cc1,7.5,-6.3,-9.3
O=C(O)Cc1ccc(C(=O)C=Cc2ccc(F)c(Cl)c2)cc1,2.7,-6.5,-9.5
O=C(O)Cc1ccc(C(=O)C=Cc2ccc(Br)c(Cl)c2)cc1,8.7,-6.1,-9.3
O=C(O)Cc1ccc(C(=O)C=Cc2ccc(F)c(Br)c2)cc1,4.6,-6.4,-9.6
CC(C)Cc1cccc(C(=O)C=Cc2ccc(O)c(CO)c2)c1,-2.0,-6.7,-10.8
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(F)c(F)c2)c1,-4.2,-6.5,-10.4
COc1ccc(C(=O)C=Cc2ccc(O)c(F)c2)cc1CC(=O)O,-0.7,-6.9,-9.6
CN(C)Cc1cccc(C(=O)C=Cc2ccc(F)c(F)c2)c1,-4.3,-6.2,-9.8
CC(=O)Nc1ccc(C(=O)C=Cc2ccc(F)c(F)c2)cc1,3.6,-6.4,-9.6
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(Cl)c(F)c2)c1,-2.4,-6.2,-10.7
CC(=O)Nc1ccc(C(=O)C=Cc2ccc(C)c(F)c2)cc1,6.9,-6.3,-9.5
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(C#N)c(C)c2)c1,2.0,-6.1,-10.4
CC(=O)Nc1ccc(C(=O)C=Cc2ccc(Cl)c(F)c2)cc1,7.1,-6.2,-9.4
CC(=O)Nc1cccc(C(=O)C=Cc2ccc(F)c(C#N)c2)c1,-1.0,-6.3,-10.4
COC(=O)/C=C/c1ccc2cc[nH]c2c1,-7.1,-5.2,-8.1
C=C(C)CCOC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.2,-4.6,-8.6
C=C(C)CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,-5.9,-5.4,-8.8
C=C(C)COC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.5,-5.0,-8.7
C=C(C)COC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.0,-5.6,-8.9
COC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.9,-4.9,-8.0
CCCOC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.5,-4.9,-8.3
CCCOC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.8,-5.1,-8.4
CC(=O)COC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.9,-5.3,-8.7
CC(=O)COC(=O)/C=C/c1ccc2[nH]ccc2c1,-7.0,-5.7,-8.8
CC(C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.7,-5.1,-7.9
CCOC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.1,-4.9,-8.0
CC(C)OC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.2,-5.5,-8.8
CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.6,-5.2,-8.1
C=C(Cl)COC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.0,-5.5,-8.7
CC(C)=CCOC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.1,-5.6,-8.8
CC(C)=CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,-5.7,-5.4,-8.8
C=C(Cl)COC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.6,-5.2,-8.5
O=C(/C=C/c1ccc2[nH]ccc2c1)OCCO,-6.2,-5.7,-8.4
O=C(/C=C\c1ccc2[nH]ccc2c1)OCCO,-7.4,-5.4,-8.3
C[C@@H](OC(=O)/C=C\c1ccc2[nH]ccc2c1)C(F)(F)F,-7.5,-5.7,-9.1
C[C@H](OC(=O)/C=C\c1ccc2[nH]ccc2c1)C(F)(F)F,-7.9,-5.6,-8.8
CC(C)[C@H](C)OC(=O)/C=C/c1ccc2[nH]ccc2c1,-4.8,-5.6,-9.5
CC(C)[C@@H](C)OC(=O)/C=C/c1ccc2[nH]ccc2c1,-5.4,-5.7,-9.1
CC(C)[C@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.4,-5.5,-8.4
O=C(/C=C\c1ccc2[nH]ccc2c1)OCCF,-7.5,-4.7,-8.1
CC(C)[C@@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.2,-5.6,-8.0
O=C(/C=C/c1ccc2[nH]ccc2c1)OCCF,-6.0,-5.3,-8.1
C=C(C)CCOc1ccc2cc[nH]c2c1,-7.1,-4.9,-8.0
C=C(CC)COc1ccc2cc[nH]c2c1,-7.4,-4.9,-7.9
CCC/C=C/c1ccc2[nH]ccc2c1,-6.7,-4.9,-8.1
COC/C(C)=C/COc1ccc2cc[nH]c2c1,-7.3,-5.1,-7.9
CCCCCOc1ccc2cc[nH]c2c1,-7.1,-4.7,-7.5
CC/C=C/CCOc1ccc2cc[nH]c2c1,-7.3,-5.2,-8.0
C=C(C)c1ccc2cc[nH]c2c1C,-6.9,-4.5,-7.7
CC(C)CN(C)c1ccc2cc[nH]c2c1,-7.4,-5.1,-7.7
CC(C)[C@@H](O)CCOc1ccc2cc[nH]c2c1,-7.4,-5.5,-8.4
CC(C)[C@H](O)CCOc1ccc2cc[nH]c2c1,-7.3,-5.7,-8.2
CC(C)=Cc1ccc2cc(C)[nH]c2c1,-6.2,-5.2,-8.2
CCCCN(C)c1ccc2cc[nH]c2c1,-7.4,-5.1,-7.5
CCCCOC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.3,-5.2,-8.7
CC(C)COC(=O)/C=C/c1ccc2[nH]ccc2c1,-5.9,-5.5,-8.6
C[C@H](O)COC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.6,-5.9,-8.9
C[C@@H](O)COC(=O)/C=C/c1ccc2[nH]ccc2c1,-6.8,-5.7,-8.7
CCC(=O)N(C)c1ccc2cc[nH]c2c1,-7.7,-5.2,-7.6
CN(C(=O)CO)c1ccc2cc[nH]c2c1,-7.8,-5.3,-7.6
CN(C(=O)C(F)F)c1ccc2cc[nH]c2c1,-8.1,-5.5,-8.2
C[C@@H](O)C(=O)N(C)c1ccc2cc[nH]c2c1,-7.2,-5.5,-8.0
CC(O)C(=O)N(C)c1ccc2cc[nH]c2c1,-7.2,-5.6,-7.9
CN(C(=O)CCF)c1ccc2cc[nH]c2c1,-7.6,-5.1,-7.6
CCC(C)(C)NC(=O)c1ccc2cc[nH]c2c1,-6.0,-5.5,-8.7
CCN(CCO)C(=O)c1ccc2cc[nH]c2c1,-7.1,-5.4,-8.3
CCN(CCF)C(=O)c1ccc2cc[nH]c2c1,-7.1,-5.1,-8.4
CCN(CCN)C(=O)c1ccc2cc[nH]c2c1,-7.1,-5.2,-8.3
CCC/C=C/c1ccc2cc(C)[nH]c2c1,-4.5,-5.1,-8.4
C=C(Br)COC(=O)/C=C/c1ccc2[nH]ccc2c1,-5.7,-5.4,-8.6
C=C(Br)COC(=O)/C=C\c1ccc2[nH]ccc2c1,-7.0,-5.4,-8.5
C=C(C)CN(C)C(=O)c1ccc2cc[nH]c2c1,-5.3,-5.9,-8.6
C=C(C)CCOc1ccc2[nH]ccc2c1,-7.2,-5.0,-7.6
C/C=C(/C)C(=O)N(C)c1ccc2cc[nH]c2c1,-6.1,-5.8,-8.4
C/C=C(\C)C(=O)N(C)c1ccc2cc[nH]c2c1,-7.6,-5.3,-8.5
COC(=O)/C(C)=C/COC(=O)/C=C/c1ccc2[nH]ccc2c1,-5.6,-6.2,-9.1
C=C(C)COc1ccc2[nH]ccc2c1,-7.3,-4.7,-7.5
CC(C)c1ccc(CNCC(O)c2ccc(Cl)cc2)cc1,-4.3,-5.1,-9.4
CC(C)c1ccc(CNC[C@H](O)c2ccc(F)cc2)cc1,-5.1,-5.3,-9.4
CC(C)c1ccc(CNC[C@@H](O)c2ccc(F)cc2)cc1,-4.8,-5.0,-9.6
CC(C)c1ccc(CNCC(O)c2ccc(F)cc2)cc1,-4.6,-6.1,-9.6
CC(C)c1ccc(CNCC(O)c2cccc(Cl)c2)cc1,-5.2,-4.9,-9.6
CC(C)c1ccc(CNCC(O)c2ccccc2Cl)cc1,-4.2,-5.1,-9.4
CC(C)c1ccc(CNCC(N)c2ccccc2)cc1,-4.4,-5.0,-9.4
CC(C)c1ccc(CNC[C@@H](N)c2ccccc2)cc1,-4.3,-4.9,-9.4
CC(C)c1ccc(CNCC(O)c2ccc(S(C)(=O)=O)cc2)cc1,-3.2,-5.2,-9.5
CC(C)c1cc(O)cc(CNCC(O)c2ccccc2)c1,-6.2,-5.4,-9.8
CC(C)c1cc(O)cc(CNC[C@H](O)c2ccccc2)c1,-6.1,-5.3,-9.8
CC(C)c1cc(O)cc(CNC[C@@H](O)c2ccccc2)c1,-6.2,-5.4,-9.8
CC(C)c1ccc(CNCC(C(=O)O)c2ccccc2)cc1,-4.7,-5.4,-9.5
CC(O)c1ccc(CNC[C@@H](O)c2ccc(Cl)cc2)cc1,-5.6,-5.1,-9.3
CC(O)c1ccc(CNC[C@H](O)c2ccc(Cl)cc2)cc1,-6.1,-5.3,-9.5
CC(C)c1ccc(CNCC(O)c2ccc(F)c(F)c2)cc1,-5.4,-5.3,-9.4
Cc1ccc(CNC[C@H](O)c2ccccc2)cc1Cl,-6.0,-4.9,-9.4
Cc1ccc(CNCC(O)c2ccccc2)cc1Cl,-7.1,-6.4,-9.3
Cc1ccc(CNC[C@@H](O)c2ccccc2)cc1Cl,-7.2,-6.4,-9.3
CC(C)c1cccc(CNC[C@H](O)c2ccc(F)cc2)c1,-5.6,-5.1,-9.8
CC(C)c1cccc(CNC[C@@H](O)c2ccc(F)cc2)c1,-6.0,-6.4,-9.8
CC(O)c1ccc(CNCC(O)c2cccc(Cl)c2)cc1,-5.6,-5.4,-9.6
CC(C)c1cccc(CNCC(O)c2ccc(F)cc2)c1,-5.9,-6.1,-9.8
CC(O)c1ccc(CNC[C@@H](O)c2ccc(Br)cc2)cc1,-5.0,-5.1,-9.2
CC(O)c1ccc(CNC[C@H](O)c2ccc(Br)cc2)cc1,-5.6,-5.3,-9.5
CC(O)c1ccc(CNCC(O)c2ccc(Br)cc2)cc1,-4.9,-5.2,-9.2
CC(O)c1ccc(CNC[C@H](O)c2ccccc2Cl)cc1,-5.6,-5.4,-9.6
CC(O)c1ccc(CNCC(O)c2ccccc2Cl)cc1,-5.7,-5.2,-9.3
CC(O)c1ccc(CNC[C@@H](O)c2ccccc2Cl)cc1,-5.6,-5.3,-9.4
CC(C)c1ccc(CNC(C)C(O)c2ccccc2)cc1,-4.9,-4.8,-9.4
C[C@@H](O)c1cccc(CNCC(O)c2ccc(Cl)cc2)c1,-6.5,-5.4,-10.2
C[C@@H](O)c1cccc(CNC[C@H](O)c2ccc(Cl)cc2)c1,-6.5,-5.7,-10.1
C[C@@H](O)c1cccc(CNC[C@@H](O)c2ccc(Cl)cc2)c1,-6.6,-5.4,-10.2
CC(C)Oc1ccc(CNC[C@@H](O)c2ccccc2)cc1O,-4.2,-5.4,-9.3
CC(C)Oc1ccc(CNC[C@H](O)c2ccccc2)cc1O,-3.3,-6.0,-9.3
CC(C)Oc1ccc(CNCC(O)c2ccccc2)cc1O,-4.0,-5.3,-9.3
CC(O)c1ccc(CNC[C@H](O)c2ccc(Cl)c(Cl)c2)cc1,-4.0,-5.5,-9.8
CC(O)c1ccc(CNC[C@@H](O)c2ccc(Cl)c(Cl)c2)cc1,-4.5,-5.1,-9.7
CC(C)Oc1cccc(CNCC(O)c2ccccc2)c1,-5.0,-6.3,-9.4
CC(C)Oc1cccc(CNC[C@H](O)c2ccccc2)c1,-5.5,-5.8,-9.5
CC(C)Oc1cccc(CNC[C@@H](O)c2ccccc2)c1,-5.1,-5.3,-9.4
