sig_id,pert_id,pert_iname,cell_id,pert_idose,pert_itime
DOS049_HT29_24H:BRD-K60056473-001-01-0:5,BRD-K60056473,BRD-K60056473,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K60828552-001-01-6:5,BRD-K60828552,BRD-K60828552,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K60918127-001-01-1:5,BRD-K60918127,BRD-K60918127,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K61762092-001-01-3:5,BRD-K61762092,BRD-K61762092,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K61890750-001-01-5:5,BRD-K61890750,BRD-K61890750,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62177026-001-01-4:5,BRD-K62177026,BRD-K62177026,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62290501-001-01-9:5,BRD-K62290501,BRD-K62290501,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62423074-001-01-3:5,BRD-K62423074,BRD-K62423074,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62590692-001-01-1:5,BRD-K62590692,BRD-K62590692,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62697007-001-01-4:5,BRD-K62697007,BRD-K62697007,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62767164-001-01-4:5,BRD-K62767164,BRD-K62767164,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62774106-001-01-1:5,BRD-K62774106,BRD-K62774106,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K62999057-001-01-3:5,BRD-K62999057,BRD-K62999057,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K63227090-001-01-7:5,BRD-K63227090,BRD-K63227090,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K63711119-001-01-7:5,BRD-K63711119,BRD-K63711119,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K63806140-001-01-8:5,BRD-K63806140,BRD-K63806140,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K64741770-001-01-3:5,BRD-K64741770,BRD-K64741770,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K65385622-001-01-8:5,BRD-K65385622,BRD-K65385622,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K65598260-001-01-3:5,BRD-K65598260,BRD-K65598260,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K65617968-001-01-6:5,BRD-K65617968,BRD-K65617968,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K65677539-004-01-4:5,BRD-K65677539,BRD-K65677539,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K66253082-001-01-0:5,BRD-K66253082,BRD-K66253082,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K66621600-001-01-1:5,BRD-K66621600,BRD-K66621600,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K66626628-001-01-8:5,BRD-K66626628,BRD-K66626628,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K67287181-001-01-7:5,BRD-K67287181,BRD-K67287181,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K67336565-004-01-2:5,BRD-K67336565,BRD-K67336565,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K67520049-001-01-3:5,BRD-K67520049,BRD-K67520049,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K67943760-001-01-4:5,BRD-K67943760,BRD-K67943760,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K68915174-001-01-1:5,BRD-K68915174,BRD-K68915174,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K68937579-001-01-6:5,BRD-K68937579,BRD-K68937579,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K69048763-001-01-7:5,BRD-K69048763,BRD-K69048763,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K69077316-001-01-8:5,BRD-K69077316,BRD-K69077316,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K69449860-001-01-9:5,BRD-K69449860,BRD-K69449860,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K69546841-001-01-6:5,BRD-K69546841,BRD-K69546841,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K69869536-001-01-2:5,BRD-K69869536,BRD-K69869536,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K70896405-001-01-0:5,BRD-K70896405,BRD-K70896405,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K71138839-001-01-2:5,BRD-K71138839,BRD-K71138839,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K71138839-001-02-0:5,BRD-K71138839,BRD-K71138839,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K71947697-001-01-7:5,BRD-K71947697,BRD-K71947697,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K72001456-001-01-3:5,BRD-K72001456,BRD-K72001456,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K72452617-001-01-4:5,BRD-K72452617,BRD-K72452617,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K72692763-001-01-7:5,BRD-K72692763,BRD-K72692763,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K72947048-001-01-2:5,BRD-K72947048,BRD-K72947048,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K73006286-001-01-7:5,BRD-K73006286,BRD-K73006286,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K73895377-001-01-3:5,BRD-K73895377,BRD-K73895377,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K74327009-001-01-2:5,BRD-K74327009,BRD-K74327009,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K74452256-001-01-8:5,BRD-K74452256,BRD-K74452256,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K74470016-001-01-1:5,BRD-K74470016,BRD-K74470016,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K74475430-001-01-8:5,BRD-K74475430,BRD-K74475430,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K74919500-001-01-0:5,BRD-K74919500,BRD-K74919500,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K75369250-001-01-9:5,BRD-K75369250,BRD-K75369250,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K75371115-001-01-0:5,BRD-K75371115,BRD-K75371115,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K75899251-001-01-4:5,BRD-K75899251,BRD-K75899251,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K75976016-001-01-6:5,BRD-K75976016,BRD-K75976016,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K76193256-001-01-6:5,BRD-K76193256,BRD-K76193256,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K76880231-004-01-2:5,BRD-K76880231,BRD-K76880231,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K77165899-004-01-0:5,BRD-K77165899,BRD-K77165899,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K77525326-001-01-4:5,BRD-K77525326,BRD-K77525326,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K78160105-001-01-6:5,BRD-K78160105,BRD-K78160105,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K78160230-001-01-4:5,BRD-K78160230,BRD-K78160230,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K78207246-001-01-5:5,BRD-K78207246,BRD-K78207246,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K78217164-001-01-2:5,BRD-K78217164,BRD-K78217164,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K78959251-001-01-3:5,BRD-K78959251,BRD-K78959251,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K79748109-001-01-3:5,BRD-K79748109,BRD-K79748109,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K79906422-001-01-7:5,BRD-K79906422,BRD-K79906422,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K79998087-004-01-4:5,BRD-K79998087,BRD-K79998087,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K79998171-001-01-7:5,BRD-K79998171,BRD-K79998171,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K80033497-001-01-7:5,BRD-K80033497,BRD-K80033497,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K80247389-001-01-4:5,BRD-K80247389,BRD-K80247389,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K80494270-001-01-4:5,BRD-K80494270,BRD-K80494270,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K80806019-001-01-5:5,BRD-K80806019,BRD-K80806019,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K80879725-001-01-7:5,BRD-K80879725,BRD-K80879725,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K81312543-001-01-8:5,BRD-K81312543,BRD-K81312543,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K81418486:0.1,BRD-K81418486,vorinostat,HT29,100 nM,24 h
DOS049_HT29_24H:BRD-K81418486:0.5,BRD-K81418486,vorinostat,HT29,500 nM,24 h
DOS049_HT29_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,HT29,10 µM,24 h
DOS049_HT29_24H:BRD-K81763433-001-01-5:5,BRD-K81763433,BRD-K81763433,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K81838897-001-01-4:5,BRD-K81838897,BRD-K81838897,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K82368009-001-01-6:5,BRD-K82368009,BRD-K82368009,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K82374143-001-01-1:5,BRD-K82374143,BRD-K82374143,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K83242582-001-01-7:5,BRD-K83242582,BRD-K83242582,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K83311737-001-01-4:5,BRD-K83311737,BRD-K83311737,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K83448282-001-01-3:5,BRD-K83448282,BRD-K83448282,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K83491689-001-01-2:5,BRD-K83491689,BRD-K83491689,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K83726109-001-01-3:5,BRD-K83726109,BRD-K83726109,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K84145110-001-01-2:5,BRD-K84145110,BRD-K84145110,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K84168393-001-01-2:5,BRD-K84168393,BRD-K84168393,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K84421421-001-01-1:5,BRD-K84421421,BRD-K84421421,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K84568319-001-01-4:5,BRD-K84568319,BRD-K84568319,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K84770655-001-01-8:5,BRD-K84770655,BRD-K84770655,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K87026780-001-01-0:5,BRD-K87026780,BRD-K87026780,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K88504936-001-01-8:5,BRD-K88504936,BRD-K88504936,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K88647644-001-01-8:5,BRD-K88647644,BRD-K88647644,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K89354425-001-01-5:5,BRD-K89354425,BRD-K89354425,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K89830699-001-01-3:5,BRD-K89830699,BRD-K89830699,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K89960860-001-01-1:5,BRD-K89960860,BRD-K89960860,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K90219001-001-01-9:5,BRD-K90219001,BRD-K90219001,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K90916892-001-01-2:5,BRD-K90916892,BRD-K90916892,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K90939315-001-01-3:5,BRD-K90939315,BRD-K90939315,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K91279674-001-01-8:5,BRD-K91279674,BRD-K91279674,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K91351577-001-01-3:5,BRD-K91351577,BRD-K91351577,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K92132228-001-01-9:5,BRD-K92132228,BRD-K92132228,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K92333822-004-01-7:5,BRD-K92333822,BRD-K92333822,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K92522487-001-01-7:5,BRD-K92522487,BRD-K92522487,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K92827116-001-01-9:5,BRD-K92827116,BRD-K92827116,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K93229898-001-01-1:5,BRD-K93229898,BRD-K93229898,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K93338495-001-01-7:5,BRD-K93338495,BRD-K93338495,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K93885794-001-01-5:5,BRD-K93885794,BRD-K93885794,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K95462612-001-01-1:5,BRD-K95462612,BRD-K95462612,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K95795676-001-01-7:5,BRD-K95795676,BRD-K95795676,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K95820322-001-01-1:5,BRD-K95820322,BRD-K95820322,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K96103104-001-01-5:5,BRD-K96103104,BRD-K96103104,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K96306575-001-01-4:5,BRD-K96306575,BRD-K96306575,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K97114030-001-01-0:5,BRD-K97114030,BRD-K97114030,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K97114030-001-02-8:5,BRD-K97114030,BRD-K97114030,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K97166443-001-01-1:5,BRD-K97166443,BRD-K97166443,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K97351331-001-01-4:5,BRD-K97351331,BRD-K97351331,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K97898255-001-01-6:5,BRD-K97898255,BRD-K97898255,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K98225498-001-01-8:5,BRD-K98225498,BRD-K98225498,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K98569658-001-01-5:5,BRD-K98569658,BRD-K98569658,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K99032206-001-01-0:5,BRD-K99032206,BRD-K99032206,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K99182933-001-01-3:5,BRD-K99182933,BRD-K99182933,HT29,5 µM,24 h
DOS049_HT29_24H:BRD-K99626290-001-01-6:5,BRD-K99626290,BRD-K99626290,HT29,5 µM,24 h
DOS049_MCF7_24H:BRD-A02726762-001-01-1:5,BRD-A02726762,BRD-A02726762,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A18573497-001-01-1:5,BRD-A18573497,BRD-A18573497,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A19037878:10,BRD-A19037878,trichostatin-a,MCF7,10 µM,24 h
DOS049_MCF7_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,MCF7,10 µM,24 h
DOS049_MCF7_24H:BRD-A26627799-001-01-0:5,BRD-A26627799,BRD-A26627799,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A35430844-001-01-3:5,BRD-A35430844,BRD-A35430844,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A41228941-001-01-5:5,BRD-A41228941,BRD-A41228941,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A53271750-001-01-0:5,BRD-A53271750,BRD-A53271750,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A59046243-001-01-5:5,BRD-A59046243,BRD-A59046243,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A75409952:10,BRD-A75409952,wortmannin,MCF7,10 µM,24 h
DOS049_MCF7_24H:BRD-A91404865-001-01-3:5,BRD-A91404865,BRD-A91404865,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-A99702332-001-01-7:5,BRD-A99702332,BRD-A99702332,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K00183357-001-01-6:5,BRD-K00183357,BRD-K00183357,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K00900096-001-01-9:5,BRD-K00900096,BRD-K00900096,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K01615361-001-01-0:5,BRD-K01615361,BRD-K01615361,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K01849255-001-01-4:5,BRD-K01849255,BRD-K01849255,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K02032571-001-01-3:5,BRD-K02032571,BRD-K02032571,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K02445308-001-01-7:5,BRD-K02445308,BRD-K02445308,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K02717912-001-01-7:5,BRD-K02717912,BRD-K02717912,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K02823077-001-01-4:5,BRD-K02823077,BRD-K02823077,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K03936430-001-01-5:5,BRD-K03936430,BRD-K03936430,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K03958924-001-01-2:5,BRD-K03958924,BRD-K03958924,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K04232710-001-01-9:5,BRD-K04232710,BRD-K04232710,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K04388421-001-01-9:5,BRD-K04388421,BRD-K04388421,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K04613932-001-01-2:5,BRD-K04613932,BRD-K04613932,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K05387676-001-01-2:5,BRD-K05387676,BRD-K05387676,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K05496005-001-01-3:5,BRD-K05496005,BRD-K05496005,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K05620072-001-01-6:5,BRD-K05620072,BRD-K05620072,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K05778965-001-01-2:5,BRD-K05778965,BRD-K05778965,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K05858751-001-01-0:5,BRD-K05858751,BRD-K05858751,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K06111933-001-01-4:5,BRD-K06111933,BRD-K06111933,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K06511061-001-01-9:5,BRD-K06511061,BRD-K06511061,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K07340176-001-01-4:5,BRD-K07340176,BRD-K07340176,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K07418207-001-01-1:5,BRD-K07418207,BRD-K07418207,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K07888312-001-01-7:5,BRD-K07888312,BRD-K07888312,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K08594759-001-01-0:5,BRD-K08594759,BRD-K08594759,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K08884733-001-01-6:5,BRD-K08884733,BRD-K08884733,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K09943620-001-01-5:5,BRD-K09943620,BRD-K09943620,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K10362791-001-01-8:5,BRD-K10362791,BRD-K10362791,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K10526563-001-01-4:5,BRD-K10526563,BRD-K10526563,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K10589286-001-01-8:5,BRD-K10589286,BRD-K10589286,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K10655148-001-01-5:5,BRD-K10655148,BRD-K10655148,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K10938308-004-01-5:5,BRD-K10938308,BRD-K10938308,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11221750-001-01-4:5,BRD-K11221750,BRD-K11221750,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11236606-001-01-8:5,BRD-K11236606,BRD-K11236606,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11258147-001-01-8:5,BRD-K11258147,BRD-K11258147,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11385710-001-01-6:5,BRD-K11385710,BRD-K11385710,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11528380-001-01-0:5,BRD-K11528380,BRD-K11528380,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11911738-001-01-7:5,BRD-K11911738,BRD-K11911738,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11913456-001-01-3:5,BRD-K11913456,BRD-K11913456,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11943259-001-01-9:5,BRD-K11943259,BRD-K11943259,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K11970601-004-01-1:5,BRD-K11970601,BRD-K11970601,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K12342133-001-01-5:5,BRD-K12342133,BRD-K12342133,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K12977357-001-01-7:5,BRD-K12977357,BRD-K12977357,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K13109628-001-01-9:5,BRD-K13109628,BRD-K13109628,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K13489056-001-01-6:5,BRD-K13489056,BRD-K13489056,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K14199536-001-01-0:5,BRD-K14199536,BRD-K14199536,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K14489740-001-01-7:5,BRD-K14489740,BRD-K14489740,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K14567384-001-01-1:5,BRD-K14567384,BRD-K14567384,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K14787141-001-01-9:5,BRD-K14787141,BRD-K14787141,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K15226746-001-01-6:5,BRD-K15226746,BRD-K15226746,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K15627143-001-01-4:5,BRD-K15627143,BRD-K15627143,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K16063772-004-01-3:5,BRD-K16063772,BRD-K16063772,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K16673836-001-01-9:5,BRD-K16673836,BRD-K16673836,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K16796151-001-01-5:5,BRD-K16796151,BRD-K16796151,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K16827616-001-01-7:5,BRD-K16827616,BRD-K16827616,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K16914190-001-01-7:5,BRD-K16914190,BRD-K16914190,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K17120478-001-01-3:5,BRD-K17120478,BRD-K17120478,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K17233740-001-01-6:5,BRD-K17233740,BRD-K17233740,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K17258761-001-01-7:5,BRD-K17258761,BRD-K17258761,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K17347940-001-01-2:5,BRD-K17347940,BRD-K17347940,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K17890048-004-01-6:5,BRD-K17890048,BRD-K17890048,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K18260949-001-01-7:5,BRD-K18260949,BRD-K18260949,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K18722825-001-01-5:5,BRD-K18722825,BRD-K18722825,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K18840975-001-01-3:5,BRD-K18840975,BRD-K18840975,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K19105325-001-01-7:5,BRD-K19105325,BRD-K19105325,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K19232452-001-01-4:5,BRD-K19232452,BRD-K19232452,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K19234078-001-01-4:5,BRD-K19234078,BRD-K19234078,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K19268781-001-01-0:5,BRD-K19268781,BRD-K19268781,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K19385772-001-01-3:5,BRD-K19385772,BRD-K19385772,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K19821569-001-01-4:5,BRD-K19821569,BRD-K19821569,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K20652606-001-01-5:5,BRD-K20652606,BRD-K20652606,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K21113341-001-01-7:5,BRD-K21113341,BRD-K21113341,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K21159035-001-01-1:5,BRD-K21159035,BRD-K21159035,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K21448715-001-01-5:5,BRD-K21448715,BRD-K21448715,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K21642579-001-01-8:5,BRD-K21642579,BRD-K21642579,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K21787157-001-01-1:5,BRD-K21787157,BRD-K21787157,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K21967348-001-01-9:5,BRD-K21967348,BRD-K21967348,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K22148752-001-01-4:5,BRD-K22148752,BRD-K22148752,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K22166546-001-01-7:5,BRD-K22166546,BRD-K22166546,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K22244182-001-01-1:5,BRD-K22244182,BRD-K22244182,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K22488594-001-01-6:5,BRD-K22488594,BRD-K22488594,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K22935984-001-01-4:5,BRD-K22935984,BRD-K22935984,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K23138236-001-01-0:5,BRD-K23138236,BRD-K23138236,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K23240772-001-01-4:5,BRD-K23240772,BRD-K23240772,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K23470676-001-01-4:5,BRD-K23470676,BRD-K23470676,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K24392866-001-01-9:5,BRD-K24392866,BRD-K24392866,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K24469285-001-01-8:5,BRD-K24469285,BRD-K24469285,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K25031586-001-01-1:5,BRD-K25031586,BRD-K25031586,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K25804113-004-01-7:5,BRD-K25804113,BRD-K25804113,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K25989885-001-01-8:5,BRD-K25989885,BRD-K25989885,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K26586614-001-01-9:5,BRD-K26586614,BRD-K26586614,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K26654895-001-01-5:5,BRD-K26654895,BRD-K26654895,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K26667087-001-01-5:5,BRD-K26667087,BRD-K26667087,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K27188211-001-01-0:5,BRD-K27188211,BRD-K27188211,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K27272622-001-01-5:5,BRD-K27272622,BRD-K27272622,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K27534253-001-01-4:5,BRD-K27534253,BRD-K27534253,MCF7,5 µM,24 h
