sig_id,pert_id,pert_iname,cell_id,pert_idose,pert_itime
DOS049_MCF7_24H:BRD-K28107603-001-01-5:5,BRD-K28107603,BRD-K28107603,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K28991565-001-01-8:5,BRD-K28991565,BRD-K28991565,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K29125789-001-01-2:5,BRD-K29125789,BRD-K29125789,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K29137607-001-01-7:5,BRD-K29137607,BRD-K29137607,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K29150200-001-01-1:5,BRD-K29150200,BRD-K29150200,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K29182094-001-01-3:5,BRD-K29182094,BRD-K29182094,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K29966477-001-01-6:5,BRD-K29966477,BRD-K29966477,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K30820123-004-01-4:5,BRD-K30820123,BRD-K30820123,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K31373683-001-01-1:5,BRD-K31373683,BRD-K31373683,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K31678340-001-01-8:5,BRD-K31678340,BRD-K31678340,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K32272500-001-01-5:5,BRD-K32272500,BRD-K32272500,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K32290015-001-01-5:5,BRD-K32290015,BRD-K32290015,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K32657617-001-01-7:5,BRD-K32657617,BRD-K32657617,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K33056518-001-01-1:5,BRD-K33056518,BRD-K33056518,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K33171119-001-01-1:5,BRD-K33171119,BRD-K33171119,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K33385950-001-01-9:5,BRD-K33385950,BRD-K33385950,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K33906096-001-01-7:5,BRD-K33906096,BRD-K33906096,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K33943748-004-01-6:5,BRD-K33943748,BRD-K33943748,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K34030207-001-01-1:5,BRD-K34030207,BRD-K34030207,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K34585937-001-01-1:5,BRD-K34585937,BRD-K34585937,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K34992378-001-01-5:5,BRD-K34992378,BRD-K34992378,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K35100006-001-01-4:5,BRD-K35100006,BRD-K35100006,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K35101110-001-01-5:5,BRD-K35101110,BRD-K35101110,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K35654724-001-01-1:5,BRD-K35654724,BRD-K35654724,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K36115238-001-01-1:5,BRD-K36115238,BRD-K36115238,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K36203049-001-01-4:5,BRD-K36203049,BRD-K36203049,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K36588736-001-01-6:5,BRD-K36588736,BRD-K36588736,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K37935437-001-01-0:5,BRD-K37935437,BRD-K37935437,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K37958236-001-01-5:5,BRD-K37958236,BRD-K37958236,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K38197770-001-01-1:5,BRD-K38197770,BRD-K38197770,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K38544238-001-01-0:5,BRD-K38544238,BRD-K38544238,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K39187484-001-01-8:5,BRD-K39187484,BRD-K39187484,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K39244640-004-01-2:5,BRD-K39244640,BRD-K39244640,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K39260562-001-01-8:5,BRD-K39260562,BRD-K39260562,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K39267498-001-01-2:5,BRD-K39267498,BRD-K39267498,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K39446093-001-01-1:5,BRD-K39446093,BRD-K39446093,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K39647256-004-01-1:5,BRD-K39647256,BRD-K39647256,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K39709536-001-01-7:5,BRD-K39709536,BRD-K39709536,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K41721525-001-01-1:5,BRD-K41721525,BRD-K41721525,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K41958183-001-01-2:5,BRD-K41958183,BRD-K41958183,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K42363645-001-01-6:5,BRD-K42363645,BRD-K42363645,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K44134539-001-01-8:5,BRD-K44134539,BRD-K44134539,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K44363560-001-01-5:5,BRD-K44363560,BRD-K44363560,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K44452237-001-01-9:5,BRD-K44452237,BRD-K44452237,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K44525591-001-01-2:5,BRD-K44525591,BRD-K44525591,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K44598486-001-01-7:5,BRD-K44598486,BRD-K44598486,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K44923117-001-01-4:5,BRD-K44923117,BRD-K44923117,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K45358881-001-01-6:5,BRD-K45358881,BRD-K45358881,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K45680746-001-01-8:5,BRD-K45680746,BRD-K45680746,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K46242161-001-01-2:5,BRD-K46242161,BRD-K46242161,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K46384573-001-01-4:5,BRD-K46384573,BRD-K46384573,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K46999092-001-01-1:5,BRD-K46999092,BRD-K46999092,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K47014407-001-01-8:5,BRD-K47014407,BRD-K47014407,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K47519681-001-01-3:5,BRD-K47519681,BRD-K47519681,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K48023456-004-01-2:5,BRD-K48023456,BRD-K48023456,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K48150994-001-01-8:5,BRD-K48150994,BRD-K48150994,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K48183516-001-01-8:5,BRD-K48183516,BRD-K48183516,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K48752687-001-01-3:5,BRD-K48752687,BRD-K48752687,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K48853765-001-01-4:5,BRD-K48853765,BRD-K48853765,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K49333293-001-01-7:5,BRD-K49333293,BRD-K49333293,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K50748030-001-01-0:5,BRD-K50748030,BRD-K50748030,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K50795243-001-01-4:5,BRD-K50795243,BRD-K50795243,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K50822286-001-01-4:5,BRD-K50822286,BRD-K50822286,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K51102238-001-01-9:5,BRD-K51102238,BRD-K51102238,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K51133104-001-01-5:5,BRD-K51133104,BRD-K51133104,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K51220638-001-01-5:5,BRD-K51220638,BRD-K51220638,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K51395794-001-01-5:5,BRD-K51395794,BRD-K51395794,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K51428159-001-01-3:5,BRD-K51428159,BRD-K51428159,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K51431550-001-01-2:5,BRD-K51431550,BRD-K51431550,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K51888384-001-01-5:5,BRD-K51888384,BRD-K51888384,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K52197325-001-01-2:5,BRD-K52197325,BRD-K52197325,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K52215487-001-01-6:5,BRD-K52215487,BRD-K52215487,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K52593146-001-01-9:5,BRD-K52593146,BRD-K52593146,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K52721673-001-01-7:5,BRD-K52721673,BRD-K52721673,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K53488338-001-01-9:5,BRD-K53488338,BRD-K53488338,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K53577657-001-01-2:5,BRD-K53577657,BRD-K53577657,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K53920100-001-01-7:5,BRD-K53920100,BRD-K53920100,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K55330917-001-01-0:5,BRD-K55330917,BRD-K55330917,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K55507662-001-01-0:5,BRD-K55507662,BRD-K55507662,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K55767217-001-01-0:5,BRD-K55767217,BRD-K55767217,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K55809413-001-01-2:5,BRD-K55809413,BRD-K55809413,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K56399425-001-01-9:5,BRD-K56399425,BRD-K56399425,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K56832078-001-01-9:5,BRD-K56832078,BRD-K56832078,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K56953341-001-01-4:5,BRD-K56953341,BRD-K56953341,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K58893765-001-01-7:5,BRD-K58893765,BRD-K58893765,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K59164282-001-01-6:5,BRD-K59164282,BRD-K59164282,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K59371957-001-01-1:5,BRD-K59371957,BRD-K59371957,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K60056473-001-01-0:5,BRD-K60056473,BRD-K60056473,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K60828552-001-01-6:5,BRD-K60828552,BRD-K60828552,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K60918127-001-01-1:5,BRD-K60918127,BRD-K60918127,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K61762092-001-01-3:5,BRD-K61762092,BRD-K61762092,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K61890750-001-01-5:5,BRD-K61890750,BRD-K61890750,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62177026-001-01-4:5,BRD-K62177026,BRD-K62177026,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62290501-001-01-9:5,BRD-K62290501,BRD-K62290501,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62423074-001-01-3:5,BRD-K62423074,BRD-K62423074,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62590692-001-01-1:5,BRD-K62590692,BRD-K62590692,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62697007-001-01-4:5,BRD-K62697007,BRD-K62697007,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62767164-001-01-4:5,BRD-K62767164,BRD-K62767164,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62774106-001-01-1:5,BRD-K62774106,BRD-K62774106,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K62999057-001-01-3:5,BRD-K62999057,BRD-K62999057,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K63227090-001-01-7:5,BRD-K63227090,BRD-K63227090,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K63711119-001-01-7:5,BRD-K63711119,BRD-K63711119,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K63806140-001-01-8:5,BRD-K63806140,BRD-K63806140,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K64741770-001-01-3:5,BRD-K64741770,BRD-K64741770,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K65385622-001-01-8:5,BRD-K65385622,BRD-K65385622,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K65598260-001-01-3:5,BRD-K65598260,BRD-K65598260,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K65617968-001-01-6:5,BRD-K65617968,BRD-K65617968,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K65677539-004-01-4:5,BRD-K65677539,BRD-K65677539,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K66253082-001-01-0:5,BRD-K66253082,BRD-K66253082,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K66621600-001-01-1:5,BRD-K66621600,BRD-K66621600,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K66626628-001-01-8:5,BRD-K66626628,BRD-K66626628,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K67287181-001-01-7:5,BRD-K67287181,BRD-K67287181,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K67336565-004-01-2:5,BRD-K67336565,BRD-K67336565,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K67520049-001-01-3:5,BRD-K67520049,BRD-K67520049,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K67943760-001-01-4:5,BRD-K67943760,BRD-K67943760,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K68915174-001-01-1:5,BRD-K68915174,BRD-K68915174,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K68937579-001-01-6:5,BRD-K68937579,BRD-K68937579,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K69048763-001-01-7:5,BRD-K69048763,BRD-K69048763,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K69077316-001-01-8:5,BRD-K69077316,BRD-K69077316,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K69449860-001-01-9:5,BRD-K69449860,BRD-K69449860,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K69546841-001-01-6:5,BRD-K69546841,BRD-K69546841,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K69869536-001-01-2:5,BRD-K69869536,BRD-K69869536,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K70896405-001-01-0:5,BRD-K70896405,BRD-K70896405,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K71138839-001-01-2:5,BRD-K71138839,BRD-K71138839,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K71138839-001-02-0:5,BRD-K71138839,BRD-K71138839,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K71947697-001-01-7:5,BRD-K71947697,BRD-K71947697,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K72001456-001-01-3:5,BRD-K72001456,BRD-K72001456,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K72452617-001-01-4:5,BRD-K72452617,BRD-K72452617,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K72692763-001-01-7:5,BRD-K72692763,BRD-K72692763,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K72947048-001-01-2:5,BRD-K72947048,BRD-K72947048,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K73006286-001-01-7:5,BRD-K73006286,BRD-K73006286,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K73895377-001-01-3:5,BRD-K73895377,BRD-K73895377,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K74327009-001-01-2:5,BRD-K74327009,BRD-K74327009,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K74452256-001-01-8:5,BRD-K74452256,BRD-K74452256,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K74470016-001-01-1:5,BRD-K74470016,BRD-K74470016,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K74475430-001-01-8:5,BRD-K74475430,BRD-K74475430,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K74919500-001-01-0:5,BRD-K74919500,BRD-K74919500,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K75369250-001-01-9:5,BRD-K75369250,BRD-K75369250,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K75371115-001-01-0:5,BRD-K75371115,BRD-K75371115,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K75899251-001-01-4:5,BRD-K75899251,BRD-K75899251,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K75976016-001-01-6:5,BRD-K75976016,BRD-K75976016,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K76193256-001-01-6:5,BRD-K76193256,BRD-K76193256,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K76880231-004-01-2:5,BRD-K76880231,BRD-K76880231,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K77165899-004-01-0:5,BRD-K77165899,BRD-K77165899,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K77525326-001-01-4:5,BRD-K77525326,BRD-K77525326,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K78160105-001-01-6:5,BRD-K78160105,BRD-K78160105,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K78160230-001-01-4:5,BRD-K78160230,BRD-K78160230,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K78207246-001-01-5:5,BRD-K78207246,BRD-K78207246,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K78217164-001-01-2:5,BRD-K78217164,BRD-K78217164,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K78959251-001-01-3:5,BRD-K78959251,BRD-K78959251,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K79748109-001-01-3:5,BRD-K79748109,BRD-K79748109,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K79906422-001-01-7:5,BRD-K79906422,BRD-K79906422,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K79998087-004-01-4:5,BRD-K79998087,BRD-K79998087,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K79998171-001-01-7:5,BRD-K79998171,BRD-K79998171,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K80033497-001-01-7:5,BRD-K80033497,BRD-K80033497,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K80247389-001-01-4:5,BRD-K80247389,BRD-K80247389,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K80494270-001-01-4:5,BRD-K80494270,BRD-K80494270,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K80806019-001-01-5:5,BRD-K80806019,BRD-K80806019,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K80879725-001-01-7:5,BRD-K80879725,BRD-K80879725,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K81312543-001-01-8:5,BRD-K81312543,BRD-K81312543,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,vorinostat,MCF7,100 nM,24 h
DOS049_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,vorinostat,MCF7,500 nM,24 h
DOS049_MCF7_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,MCF7,10 µM,24 h
DOS049_MCF7_24H:BRD-K81763433-001-01-5:5,BRD-K81763433,BRD-K81763433,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K81838897-001-01-4:5,BRD-K81838897,BRD-K81838897,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K82368009-001-01-6:5,BRD-K82368009,BRD-K82368009,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K82374143-001-01-1:5,BRD-K82374143,BRD-K82374143,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K83242582-001-01-7:5,BRD-K83242582,BRD-K83242582,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K83311737-001-01-4:5,BRD-K83311737,BRD-K83311737,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K83448282-001-01-3:5,BRD-K83448282,BRD-K83448282,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K83491689-001-01-2:5,BRD-K83491689,BRD-K83491689,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K83726109-001-01-3:5,BRD-K83726109,BRD-K83726109,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K84145110-001-01-2:5,BRD-K84145110,BRD-K84145110,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K84168393-001-01-2:5,BRD-K84168393,BRD-K84168393,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K84421421-001-01-1:5,BRD-K84421421,BRD-K84421421,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K84568319-001-01-4:5,BRD-K84568319,BRD-K84568319,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K84770655-001-01-8:5,BRD-K84770655,BRD-K84770655,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K87026780-001-01-0:5,BRD-K87026780,BRD-K87026780,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K88504936-001-01-8:5,BRD-K88504936,BRD-K88504936,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K88647644-001-01-8:5,BRD-K88647644,BRD-K88647644,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K89354425-001-01-5:5,BRD-K89354425,BRD-K89354425,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K89830699-001-01-3:5,BRD-K89830699,BRD-K89830699,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K89960860-001-01-1:5,BRD-K89960860,BRD-K89960860,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K90219001-001-01-9:5,BRD-K90219001,BRD-K90219001,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K90916892-001-01-2:5,BRD-K90916892,BRD-K90916892,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K90939315-001-01-3:5,BRD-K90939315,BRD-K90939315,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K91279674-001-01-8:5,BRD-K91279674,BRD-K91279674,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K91351577-001-01-3:5,BRD-K91351577,BRD-K91351577,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K92132228-001-01-9:5,BRD-K92132228,BRD-K92132228,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K92333822-004-01-7:5,BRD-K92333822,BRD-K92333822,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K92522487-001-01-7:5,BRD-K92522487,BRD-K92522487,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K92827116-001-01-9:5,BRD-K92827116,BRD-K92827116,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K93229898-001-01-1:5,BRD-K93229898,BRD-K93229898,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K93338495-001-01-7:5,BRD-K93338495,BRD-K93338495,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K93885794-001-01-5:5,BRD-K93885794,BRD-K93885794,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K95462612-001-01-1:5,BRD-K95462612,BRD-K95462612,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K95795676-001-01-7:5,BRD-K95795676,BRD-K95795676,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K95820322-001-01-1:5,BRD-K95820322,BRD-K95820322,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K96103104-001-01-5:5,BRD-K96103104,BRD-K96103104,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K96306575-001-01-4:5,BRD-K96306575,BRD-K96306575,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K97114030-001-01-0:5,BRD-K97114030,BRD-K97114030,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K97114030-001-02-8:5,BRD-K97114030,BRD-K97114030,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K97166443-001-01-1:5,BRD-K97166443,BRD-K97166443,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K97351331-001-01-4:5,BRD-K97351331,BRD-K97351331,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K97898255-001-01-6:5,BRD-K97898255,BRD-K97898255,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K98225498-001-01-8:5,BRD-K98225498,BRD-K98225498,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K98569658-001-01-5:5,BRD-K98569658,BRD-K98569658,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K99032206-001-01-0:5,BRD-K99032206,BRD-K99032206,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K99182933-001-01-3:5,BRD-K99182933,BRD-K99182933,MCF7,5 µM,24 h
DOS049_MCF7_24H:BRD-K99626290-001-01-6:5,BRD-K99626290,BRD-K99626290,MCF7,5 µM,24 h
DOS050_HT29_24H:BRD-A19037878:10,BRD-A19037878,trichostatin-a,HT29,10 µM,24 h
DOS050_HT29_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,HT29,10 µM,24 h
DOS050_HT29_24H:BRD-A75409952:10,BRD-A75409952,wortmannin,HT29,10 µM,24 h
DOS050_HT29_24H:BRD-K01275558-001-01-6:5,BRD-K01275558,BRD-K01275558,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K01558205-001-01-2:5,BRD-K01558205,BRD-K01558205,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K01604352-001-01-5:5,BRD-K01604352,BRD-K01604352,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K01626580-001-01-2:5,BRD-K01626580,BRD-K01626580,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K01777999-001-01-8:5,BRD-K01777999,BRD-K01777999,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K01780082-001-01-0:5,BRD-K01780082,BRD-K01780082,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K01912493-001-01-2:5,BRD-K01912493,BRD-K01912493,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K02065962-001-01-0:5,BRD-K02065962,BRD-K02065962,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K02636305-001-01-4:5,BRD-K02636305,BRD-K02636305,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K03808778-001-01-6:5,BRD-K03808778,BRD-K03808778,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K04696500-001-01-9:5,BRD-K04696500,BRD-K04696500,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K05778745-001-01-9:5,BRD-K05778745,BRD-K05778745,HT29,5 µM,24 h
DOS050_HT29_24H:BRD-K05896800-001-01-1:5,BRD-K05896800,BRD-K05896800,HT29,5 µM,24 h
